log_Mstar,log_Zstar,log_Zgas
9.270289,-2.150869,-2.1788306
9.284245,-1.9206151,-1.8419615
9.787111,-1.7754971,-1.6510037
9.524425,-1.8179705,-1.8458778
9.298545,-2.0081196,-2.0001798
8.529342,-2.2501729,-2.4874763
8.902405,-2.1291335,-2.1801736
9.422406,-2.0445879,-2.0641046
9.255307,-1.9418622,-1.9363934
8.510138,-2.1014876,-1.9478132
9.39355,-1.9221625,-1.8520011
9.56471,-1.8161461,-1.9431127
8.177199,-2.4338312,-2.5822933
9.659474,-1.7723032,-1.7550589
9.561511,-1.8186352,-1.836827
8.997579,-1.9289502,-1.9389657
8.9908085,-1.9231684,-2.0005786
8.6162195,-2.094925,-2.0835705
8.5625515,-2.2468693,-2.0720403
9.284762,-1.8728267,-1.9464525
9.21194,-2.0470312,-1.9198486
8.979792,-2.1089501,-2.2325718
8.572188,-2.213693,-2.242731
8.010187,-2.6373465,-2.6343625
9.33048,-1.852518,-2.2839987
9.161397,-1.9343476,-2.07388
9.739737,-1.8255416,-2.0131638
9.227717,-1.9651504,-1.9623394
9.411804,-2.0090535,-2.1696424
8.935843,-1.9983754,-1.9810082
9.0782585,-1.9237106,-1.7962214
9.127019,-2.0047178,-1.975288
8.869129,-2.108322,-1.9795731
9.240896,-1.9002681,-1.9312958
9.387438,-1.9473568,-1.953828
8.866394,-2.113086,-2.3109376
8.468584,-2.2617211,-2.351991
8.44243,-2.1618834,-2.1694465
8.263476,-2.360792,-2.4512217
9.089682,-1.9878428,-2.0245147
9.472842,-1.8406022,-1.8696307
8.706025,-2.2357888,-2.1414223
9.251657,-1.9775956,-1.9255828
9.646598,-1.8213369,-1.7896209
9.139661,-1.9937027,-1.9418685
9.8851795,-1.786456,-1.7760655
8.614523,-2.1560855,-2.2978587
8.396826,-2.1789227,-2.1967833
9.370414,-1.9115281,-1.9090036
8.546709,-2.063935,-2.1492262
8.450329,-2.218207,-2.2391024
9.5351925,-1.8141043,-1.9685732
9.512222,-1.8539648,-1.8347232
9.3783045,-1.9049639,-1.8287479
9.494999,-1.8605156,-1.8955902
9.772505,-1.772935,-1.773284
9.3553095,-1.8724786,-1.8805367
8.724616,-2.2207701,-2.4915848
9.282202,-1.9418774,-1.8657055
9.391411,-1.9808781,-1.903112
9.002129,-2.2049541,-2.2254634
9.612178,-1.7775742,-1.6228856
9.262614,-1.9424772,-1.9204556
8.133206,-2.3474772,-2.3972268
9.157681,-2.0866601,-2.148613
9.239691,-1.9269247,-1.9577972
9.021431,-2.1529758,-2.1731317
9.584127,-1.8194474,-1.8336122
9.493361,-2.0704567,-2.0655382
8.953151,-2.0873754,-2.1095877
9.342143,-1.8910928,-1.9110317
8.962826,-2.1303093,-2.142853
9.072899,-1.949447,-1.9519097
9.523776,-1.8769442,-1.8640575
9.353633,-1.9586678,-2.055903
9.059351,-1.9181789,-1.8915012
9.668861,-1.8022759,-1.7006278
8.83917,-2.2538328,-2.2738397
8.750409,-2.182418,-2.3668492
9.366023,-1.8615733,-1.9860331
9.152104,-1.9427143,-2.132007
8.804816,-2.0475416,-1.917484
8.202703,-2.307367,-2.4103482
9.37082,-1.9380336,-1.9143877
9.179122,-1.9720076,-2.0976567
9.376573,-1.8350284,-1.8232193
9.145385,-2.0011575,-2.105575
9.402316,-1.8811401,-1.9962322
9.469998,-1.8473196,-1.877014
9.48473,-1.9284002,-1.9508891
9.019483,-2.0601087,-2.1742015
9.176004,-1.9287407,-2.02372
9.23464,-1.9441769,-1.9118396
9.147449,-2.0160291,-2.1238859
9.566693,-1.9437075,-1.9373462
9.166919,-2.0179048,-1.972962
9.414532,-1.8763099,-1.6954126
9.345428,-1.950255,-1.9236494
9.64791,-1.7893904,-1.6864316
9.020668,-2.0284243,-2.0123625
9.502614,-2.0399892,-1.9911139
9.274015,-1.8305336,-1.7988452
9.041857,-1.9456751,-2.0728421
9.340031,-1.8868374,-1.9623667
9.342082,-2.0204813,-2.127762
9.351072,-1.9496362,-2.0147405
8.929437,-2.0698779,-1.9496961
8.4197445,-2.1654232,-2.0821764
9.322376,-1.9010159,-1.8939605
8.189225,-2.3446727,-2.4280207
8.675408,-2.1313202,-2.315385
9.499941,-1.8588368,-1.9782546
9.06151,-1.9295825,-1.9220841
8.134749,-2.229906,-2.1864412
8.582489,-2.1970751,-2.3144941
8.105021,-2.326458,-2.4843764
9.66905,-1.7693052,-1.7272651
9.152388,-2.0290246,-2.3031838
9.2465725,-2.099586,-2.0290408
9.551568,-1.8554031,-1.9880941
8.759063,-2.1892533,-2.3082182
8.958383,-2.0166378,-2.049187
9.375362,-1.8771265,-1.9710232
9.527902,-1.9854181,-1.9387362
9.576333,-1.7953794,-1.753143
9.214835,-1.8446314,-1.8790555
8.927527,-2.07331,-2.0793889
9.325441,-2.03335,-2.052016
9.251139,-2.1213522,-2.2019222
8.501178,-2.2075768,-2.3487284
8.553996,-2.2563252,-2.3458562
9.563218,-1.8484135,-1.7496135
9.259126,-2.035719,-2.1095338
9.286729,-1.9393957,-1.9103804
8.453571,-2.1824186,-2.247958
9.28476,-1.9222863,-1.9492416
9.273685,-1.9077022,-1.907279
9.048466,-2.1826513,-2.2521958
9.552166,-1.9074626,-1.9410377
8.631923,-2.1948712,-2.1656241
8.146543,-2.2719402,-2.3909965
9.298229,-1.9380376,-1.9689947
9.706381,-1.8574722,-1.7554396
8.860337,-2.1183453,-2.0442374
9.049627,-2.0336225,-2.035294
9.217005,-1.833352,-1.7547522
8.943519,-2.2655966,-2.3229644
9.221423,-1.9381646,-1.8690906
9.2978735,-1.9881375,-1.9981337
8.60081,-2.28609,-2.342714
9.167468,-1.9500346,-2.0133934
8.776767,-2.1502824,-2.217909
9.48394,-1.8896592,-1.9259578
9.246344,-1.9879756,-2.0463014
9.807468,-1.7327974,-1.7558134
9.23248,-1.9654897,-2.0035653
9.315085,-1.806569,-1.7618039
8.908599,-2.0539625,-2.0681975
9.176514,-2.004777,-2.104952
9.295171,-1.8301554,-1.9863156
9.249353,-1.9045118,-1.9745258
9.339413,-1.7920107,-1.6118741
9.306911,-1.8906859,-1.8787104
9.327615,-1.9914162,-1.9344193
9.330498,-1.8496029,-1.9203324
9.33489,-1.8618144,-1.7761151
9.841427,-1.8088806,-1.8103453
9.0406,-2.0655117,-2.117426
9.146765,-1.9830033,-2.0654643
9.112621,-1.9492669,-1.9348575
9.548497,-1.8598557,-1.8442906
9.276614,-1.8871497,-1.8364309
9.182359,-1.9752549,-1.8541217
9.2390175,-1.9407381,-2.003464
9.015679,-2.0103066,-1.9713645
8.402534,-2.3564634,-2.3425467
9.452296,-1.8803822,-1.8629341
9.99458,-1.6978263,-1.4267201
9.704959,-1.777973,-1.5977455
8.959096,-2.142972,-2.2023697
9.047392,-2.1601455,-2.1122973
9.342161,-1.9897923,-2.1169147
9.176803,-1.9580011,-1.86739
9.46115,-1.8478197,-1.85944
9.214499,-1.9741555,-1.9229178
9.345575,-1.8411379,-1.9039707
9.139543,-1.9514488,-2.0178437
9.237709,-1.8584225,-1.9462652
9.245018,-1.9341394,-1.8560964
9.04822,-2.09067,-2.1653433
9.033598,-2.0331502,-2.0292912
9.24568,-1.8684692,-1.8533101
9.1317625,-1.8573816,-1.8717667
8.48747,-2.2012568,-2.3914104
8.935233,-2.017017,-2.0481114
9.004515,-2.155802,-2.267111
9.096492,-2.022021,-2.0368507
9.4755125,-1.9010569,-1.9153777
9.178563,-1.91501,-1.9027959
9.729998,-1.7946124,-1.7752959
8.752871,-2.0037866,-1.930553
8.076837,-2.472493,-2.470652
9.438433,-1.8423737,-1.9230847
9.010343,-2.2055404,-2.1786456
9.579039,-1.7887974,-1.6432521
8.747794,-2.0520203,-2.075223
8.113346,-2.2605412,-2.3715057
9.51676,-1.8691661,-1.8084574
9.10716,-1.9006339,-2.054159
9.166944,-1.9160128,-1.8471425
9.217705,-2.0607626,-2.0083766
9.162902,-1.9432422,-2.0522377
9.247793,-1.9505512,-1.9153289
9.341335,-1.865855,-2.0075836
9.224768,-1.959772,-1.9041522
9.157744,-1.9381624,-1.9534054
9.091625,-1.9871145,-1.9935966
9.478175,-1.9359599,-2.1006663
9.288508,-2.0458298,-2.0283396
9.24056,-2.0179284,-2.0268245
9.294179,-1.8025752,-1.7462044
8.729843,-2.1364532,-2.124484
9.4142685,-1.9272103,-1.9661819
9.322225,-1.96227,-2.0774615
8.953945,-2.0787055,-1.9883816
8.359216,-2.2123606,-2.2090812
8.499156,-2.24885,-2.448959
9.13285,-1.9936484,-2.1053302
9.69576,-1.7916034,-1.5708504
9.472716,-1.8658727,-1.5770283
9.312076,-1.9088794,-1.9270201
9.29738,-1.817976,-1.8964275
8.687602,-2.200999,-2.3271103
9.926742,-1.7626652,-1.5756406
8.851567,-2.084868,-2.086143
8.840772,-2.112082,-2.1535175
8.019102,-2.4076333,-2.7402558
9.148568,-2.0735524,-1.9916018
8.0556345,-2.3409038,-2.4653692
9.710882,-1.8046829,-1.8943164
9.468917,-1.7315094,-1.7303106
8.466018,-2.2039206,-2.2668986
8.985298,-2.098246,-2.1847014
9.531345,-1.8551881,-1.7928919
9.052319,-1.9768094,-2.057099
9.487359,-1.8685524,-1.9731727
9.351576,-2.005318,-2.0102127
9.290334,-1.9528503,-1.86232
9.087402,-2.052235,-2.1432712
8.880729,-2.2007482,-2.2745974
9.130974,-2.0313454,-2.0672357
9.274593,-1.9762486,-1.9918278
8.685743,-2.1717448,-2.2958653
8.930368,-2.1943548,-2.2393763
9.118846,-1.9717017,-2.0199547
9.478158,-1.8549247,-1.8082585
9.396162,-1.9117984,-1.8349746
9.527121,-1.8105084,-1.9584821
9.746947,-1.7631838,-1.8291409
9.214916,-2.017978,-2.19445
9.207585,-2.05939,-1.9967216
9.443353,-1.8962643,-1.7599405
9.663397,-1.7814672,-1.7170954
9.488963,-1.8121115,-1.8354522
9.211031,-1.9326439,-1.932898
9.173297,-2.0752306,-2.1513834
9.111271,-1.980326,-1.9213127
8.278529,-2.2963412,-2.7020617
9.150721,-2.0350595,-2.0304804
9.360027,-1.9467485,-1.8857273
8.7993555,-2.311121,-2.351567
9.532072,-1.8356944,-1.8251768
9.174054,-1.9748882,-1.9601339
9.343821,-1.9473945,-2.0337975
9.060103,-2.0873206,-2.163666
8.965274,-2.1306624,-2.1675448
8.636318,-2.2313552,-2.2616289
9.501561,-1.8080385,-1.9891126
9.265587,-1.915831,-1.8503413
9.160186,-1.9040719,-2.0705695
9.765436,-1.7942007,-1.7238148
8.916603,-2.0300949,-2.0414395
9.082359,-1.9373387,-1.8347322
9.155437,-1.9562274,-1.9667488
9.1382675,-1.9628271,-2.0176265
9.31347,-2.0422041,-1.9255244
9.079714,-2.0363305,-2.092245
9.0903,-2.0166898,-2.0375202
8.78665,-2.1428387,-2.1158998
9.351406,-1.863179,-1.9102985
8.916115,-2.067059,-2.0710118
9.052166,-1.9535077,-1.9798417
8.713292,-2.239564,-2.2737422
8.1653185,-2.3826056,-2.340735
9.107323,-2.0885537,-2.1812623
9.583773,-1.9431862,-1.8223191
9.383401,-1.8216469,-1.9763997
8.9770975,-1.9601892,-2.0053144
8.532372,-2.060242,-2.1730578
9.424679,-1.8489349,-1.6860613
8.272606,-2.290486,-2.259561
9.342163,-1.8155247,-1.8547411
8.869537,-2.159404,-2.1714103
9.178525,-2.0333107,-2.0542526
9.337031,-1.8743116,-1.7977129
9.585144,-1.8247216,-1.768978
9.199247,-1.8957763,-1.8733157
9.401594,-1.8843198,-2.0810702
9.3340845,-2.026211,-1.9709189
8.960489,-2.169646,-2.264955
9.268051,-1.9531963,-2.0230968
8.8972,-2.0437672,-2.0129058
9.141549,-1.922925,-2.0396347
8.932628,-2.0641227,-2.2047446
9.431248,-1.8532531,-1.7854201
8.610141,-2.2907794,-2.3240726
8.483848,-2.3305914,-2.53031
8.954929,-2.1536608,-2.2810166
9.269209,-1.8987243,-1.9347299
8.906593,-2.155445,-2.3465443
9.597283,-1.8448195,-1.7131515
9.469583,-1.9840423,-1.8701028
9.156372,-2.0151117,-2.000231
9.216507,-1.907751,-1.954207
9.111731,-2.016367,-1.8821312
9.151978,-2.0909295,-2.1561165
9.643942,-1.7872977,-1.7267677
9.531088,-1.9279754,-1.8222725
9.78844,-1.7850009,-1.8137114
9.454837,-1.8709779,-1.8285599
9.337508,-1.8603996,-1.8195612
8.724908,-2.300943,-2.3823676
8.285662,-2.3172748,-2.3922982
9.0423565,-1.9929856,-1.9236307
8.712049,-2.1374135,-2.1358025
8.199461,-2.392581,-2.7180514
9.112186,-2.0042255,-1.9198828
9.249582,-1.9387286,-1.8103588
8.962931,-2.0706408,-1.99579
8.970552,-2.0208037,-1.9227505
8.538084,-2.2801056,-2.271866
9.453529,-1.8369968,-1.7331095
8.627384,-2.1304126,-2.154153
9.059857,-2.2454586,-2.2519064
9.129072,-2.021406,-1.932815
9.600763,-1.834161,-1.7048225
8.437901,-2.2684803,-2.490811
9.327509,-1.9151057,-2.0089512
9.0387335,-1.9848686,-2.0829573
8.560944,-2.1961908,-2.2685633
8.344027,-2.3269656,-2.4132068
9.281914,-1.8968753,-1.7550675
9.125484,-1.9844751,-1.8949485
9.628573,-1.7867513,-1.749006
9.270348,-1.9326609,-1.85179
9.619128,-1.8251495,-1.9794593
9.44432,-1.94274,-2.0165048
9.245898,-1.9496461,-2.076797
9.024531,-2.226896,-2.3193514
9.544252,-1.7459711,-1.7580898
9.402402,-1.8797649,-2.0153751
9.171384,-1.9369761,-1.9262791
8.950666,-2.145886,-2.2122474
9.257487,-1.8887697,-1.9354092
9.187934,-1.9268665,-1.9872347
9.354451,-1.9363916,-1.9032648
8.842638,-2.1956131,-2.3347213
8.579928,-2.1761672,-2.259445
8.517449,-2.3347402,-2.6098142
8.453432,-2.3644702,-2.5675755
8.152519,-2.4583201,-2.4504352
8.935289,-1.9411048,-2.021369
9.206058,-1.9728669,-1.8117108
8.859535,-2.0870028,-2.1231997
8.547357,-2.2478416,-2.1854773
9.439346,-1.8086554,-1.6501174
9.455682,-1.8378303,-1.7487546
8.942773,-2.0653102,-2.2411742
9.113127,-1.915535,-1.8205774
9.4808855,-1.8279849,-1.8542745
9.431555,-1.9070743,-2.021828
9.295838,-1.9193598,-1.9713066
8.868976,-2.148905,-2.2303526
8.593762,-2.1859121,-2.3511112
8.145089,-2.1769085,-2.2797792
9.086781,-2.0856621,-2.1021895
9.451758,-1.890693,-1.7910124
9.108855,-1.8853674,-1.9608378
8.604344,-2.1098833,-2.1343968
8.120204,-2.3487465,-2.3619285
9.054323,-1.9980922,-1.832715
9.478953,-1.7529052,-1.7823292
9.642853,-1.833062,-1.6781632
9.600707,-1.8940026,-1.8398043
9.1312275,-2.0129783,-2.161628
9.258814,-2.0901296,-2.0457773
9.519383,-1.9842104,-1.94624
9.047792,-1.9276946,-1.9854813
9.441515,-1.9230479,-2.0052285
8.496481,-2.3151164,-2.3899803
8.030219,-2.3375046,-2.4505045
9.607335,-1.8129029,-1.7881477
8.836635,-2.1529524,-2.1847355
9.729896,-1.7602588,-1.6525531
9.2766905,-1.9267391,-1.869032
8.599457,-2.156339,-2.284977
8.825715,-2.1076517,-2.1370893
8.86983,-2.0700362,-1.9991605
9.160727,-1.9791449,-2.082211
9.503236,-1.7798027,-1.8753911
8.754752,-2.3725483,-2.306727
8.944527,-2.088261,-2.1692119
8.543471,-2.1108673,-2.1826606
9.218663,-1.9264104,-1.8761476
9.684261,-1.8308735,-1.9429095
9.091883,-1.9967356,-2.0437496
9.324285,-1.9109066,-2.075069
8.404737,-2.1743498,-2.1906548
8.116049,-2.3163261,-2.3998165
9.640313,-1.7844573,-1.6874422
8.944745,-2.1956873,-2.2984807
8.423973,-2.21897,-2.2315705
8.245907,-2.237348,-2.265255
9.55807,-1.8234903,-1.8747299
9.347603,-1.8990203,-1.8903987
9.277879,-1.8810984,-1.8551217
8.964158,-2.2613378,-2.4972358
9.1533985,-2.0075133,-1.9721895
9.23785,-1.9837327,-1.8456769
9.351219,-1.9085878,-1.6669985
9.81483,-1.7653913,-1.6084014
9.123682,-2.0719059,-2.1712642
9.735258,-1.8316836,-1.9310678
9.414681,-1.8595008,-1.8741752
8.943443,-2.0911772,-2.0525281
8.048568,-2.2704954,-2.3350384
9.304579,-1.8023206,-1.78775
9.159008,-1.8488941,-1.8287778
9.0006,-2.0427651,-2.1349428
9.297461,-1.977417,-1.9585737
9.248629,-1.8990949,-1.9251313
8.4832115,-2.2576685,-2.3755672
8.264188,-2.2057617,-2.1255083
8.302345,-2.259847,-2.319529
9.425519,-1.8928134,-1.9026151
9.101983,-1.944602,-1.9528248
9.127266,-1.987415,-2.0906856
9.068585,-1.9163315,-1.8933637
9.210791,-1.8337977,-1.7965268
8.1798525,-2.2797801,-2.340869
9.037613,-2.0503159,-1.9535736
9.345587,-1.8672025,-1.9101502
9.299564,-1.84266,-1.6940736
9.6646385,-1.8795054,-1.861807
8.934545,-2.0635662,-1.9983716
9.019581,-2.009797,-2.2163975
9.210386,-1.9205548,-1.9345537
9.291163,-1.8853066,-1.8193856
8.933259,-2.0678442,-2.0900083
9.620979,-1.7914367,-1.740277
9.15604,-1.9021258,-1.7185049
8.858279,-2.1088853,-1.9872563
8.736365,-2.0911283,-2.0633125
9.394004,-1.7832398,-1.739876
8.890015,-2.1083117,-2.157474
9.040884,-2.0431798,-2.146229
8.55468,-2.229209,-2.2568777
8.667633,-2.197583,-2.248271
9.40822,-1.8685402,-1.8870434
8.673984,-2.2334812,-2.2328954
8.602962,-2.224673,-2.144632
9.116939,-1.9368733,-1.9693624
9.300141,-1.9406413,-1.7605045
9.151795,-2.0847979,-2.0133767
9.218538,-2.095465,-2.2379677
9.325837,-1.8533251,-1.8650978
9.216551,-1.9420902,-1.968654
9.113259,-1.9839994,-1.9537414
9.293566,-1.9992763,-2.09833
9.371063,-1.8432535,-1.7501639
8.996486,-2.0176554,-1.9710492
8.129135,-2.4992757,-2.6148126
9.326243,-1.9927872,-2.0389388
9.144731,-2.0004208,-2.06247
9.329031,-2.0779736,-2.0096862
9.222409,-1.8799355,-1.7876215
9.665645,-1.8010952,-1.9342924
9.235926,-1.9580615,-2.0159328
8.747289,-2.15469,-2.2271967
9.335389,-1.9593921,-1.8820355
8.99914,-2.073394,-2.2223864
9.39055,-1.8452533,-1.9705839
9.194102,-2.098438,-2.0822892
9.643683,-1.745742,-1.7800306
9.368893,-2.030922,-2.0095856
8.821786,-2.144018,-2.0703835
8.960568,-1.9323763,-1.9714242
8.637995,-2.2794955,-2.2621577
8.283483,-2.217099,-2.223857
9.162995,-1.8436406,-1.8518928
9.407298,-1.9211675,-2.0416298
8.940244,-1.9957559,-2.0965102
9.256781,-1.871837,-1.7533836
9.298411,-1.9381534,-1.7944245
9.22829,-1.893901,-1.9126134
9.290089,-2.0356195,-2.0914433
9.331521,-1.8458083,-1.860351
9.12629,-1.9902201,-1.9629937
9.486704,-1.8330276,-1.9043244
9.40752,-1.9443383,-2.062429
9.502496,-1.8034331,-1.7890232
8.900504,-2.047387,-2.2423012
8.956646,-2.0986414,-2.0854635
9.022508,-2.1290493,-2.0837467
9.3663435,-1.894911,-1.8377601
9.330924,-1.9231296,-1.9160722
9.108425,-1.9768393,-1.8629044
8.9330845,-2.1642518,-2.2034955
9.524775,-1.682712,-1.7015483
9.180497,-2.0604463,-2.083462
8.17743,-2.2428522,-2.1862247
8.616598,-2.3095481,-2.3293295
8.751071,-2.2025979,-2.1662018
9.226145,-1.984448,-2.150927
9.224157,-1.9493744,-1.8927976
9.353745,-1.873919,-1.9207692
9.092646,-1.9830288,-1.8928695
9.153849,-1.9160527,-1.9021376
8.936158,-2.204615,-2.300232
9.486357,-1.8467826,-1.7646154
9.128961,-2.0117254,-2.0464387
8.563737,-2.2697685,-2.2682805
8.387082,-2.2927854,-2.380367
9.335037,-1.9258499,-1.9256022
9.188385,-2.1007333,-2.0531049
9.286493,-1.9810354,-1.9992313
9.582892,-1.8417194,-1.8622352
9.41092,-1.8824849,-1.7912049
9.115419,-1.9871242,-1.9577924
8.982488,-2.0325527,-1.8922856
8.208965,-2.4294758,-2.5745707
9.423859,-1.8695952,-1.8571192
9.293742,-1.9175581,-1.9283406
9.172707,-1.979637,-2.0812302
9.197886,-2.0707378,-2.20394
8.637161,-2.1144795,-2.1851244
8.613526,-2.291516,-2.1840112
8.625465,-1.9792598,-2.0896866
8.688438,-2.1599543,-2.1488295
8.391027,-2.2641876,-2.1838777
9.623029,-1.8500186,-1.5881817
9.726371,-1.8382864,-1.7577267
8.698919,-2.2516103,-2.3456068
9.580009,-1.8880372,-1.9119425
9.217059,-1.999197,-2.0033138
9.085143,-2.10786,-2.2545314
9.377891,-1.8982079,-1.886258
9.177865,-1.9481926,-2.0848105
9.092759,-2.0266464,-1.9846087
9.157275,-2.1591809,-2.1111164
8.854858,-2.0398026,-2.202178
8.503247,-2.2430596,-2.3585865
8.31851,-2.3029735,-2.8242352
9.009651,-1.8793966,-1.8591926
9.343189,-1.837392,-1.8642013
9.132588,-1.9234471,-1.9884312
8.846412,-2.1222055,-2.1042588
9.010623,-2.0543797,-2.0470617
8.420553,-2.4328349,-2.5577536
8.011133,-2.2814848,-2.3740375
9.028485,-1.9509054,-2.0189087
9.198821,-2.0075512,-2.0847073
8.186423,-2.4010983,-2.431321
8.018942,-2.3645122,-2.4547324
9.248541,-1.9578135,-2.1189516
9.57153,-1.8567524,-1.9454843
9.138545,-2.1688092,-2.0834384
8.102582,-1.9676437,-1.9272982
8.970434,-1.9950311,-2.066868
9.01088,-2.0071435,-1.9693298
9.122701,-2.0111094,-2.0286574
9.460856,-1.836161,-1.8570452
9.197577,-1.9948572,-1.9235283
8.957693,-2.0509923,-2.0316994
8.884399,-2.1236935,-2.2953148
9.356445,-1.939715,-1.989785
8.915882,-2.0519457,-2.098599
9.720104,-1.8232981,-1.7345047
9.084235,-2.0770462,-2.2587712
8.879041,-2.0391233,-2.057994
8.764498,-2.365346,-2.5187101
8.873087,-2.2244158,-2.281819
9.285404,-2.031274,-2.0978878
9.240642,-2.1094296,-2.0533156
9.267975,-1.9003307,-1.9902296
8.842752,-2.1273854,-2.0530818
8.119533,-2.3777351,-2.349036
9.22229,-1.9438919,-1.9444402
9.54287,-1.9033362,-1.7874383
9.226331,-1.9120523,-1.8556532
9.332439,-1.8635743,-1.929628
9.133782,-2.0659578,-2.1181312
9.067528,-2.0127125,-1.9966676
9.408413,-1.8985262,-1.6958463
9.356904,-1.8677019,-1.9810455
9.413129,-1.8448853,-1.8746246
9.100203,-2.0554295,-2.1276062
9.496455,-1.9912225,-1.8854618
9.172663,-1.9922171,-2.009262
9.054558,-1.9560441,-1.9641575
8.999031,-2.0140035,-2.0390286
8.948076,-2.0188367,-2.1427402
9.600244,-1.834256,-1.7709948
9.305312,-1.8764565,-1.8004559
9.309879,-1.9606503,-2.078334
9.239099,-1.864096,-1.8792404
9.341518,-1.8617033,-1.9506811
9.192996,-2.0375216,-1.943518
8.968161,-2.0935304,-2.1592667
9.412584,-1.9808433,-1.9342831
9.621556,-1.7550215,-1.7970451
9.548071,-1.8185405,-1.8011246
8.829289,-2.2312126,-2.2148159
8.734108,-2.1225052,-2.2307227
9.496425,-1.8484805,-1.9277639
9.207209,-1.8222895,-1.8498582
9.002449,-1.9809613,-1.9724503
8.831421,-2.0819957,-2.1149447
9.165271,-2.0259573,-2.034163
8.616464,-2.287177,-2.289555
8.115095,-2.487774,-2.8277974
9.244866,-2.0033956,-2.1366537
8.597818,-2.263197,-2.3924046
8.801518,-2.015345,-2.0734985
9.332299,-1.7909529,-1.7758487
9.35878,-1.824142,-1.8238562
9.543659,-1.8377537,-1.7487787
9.072422,-2.0575538,-2.002718
9.321405,-1.8855518,-2.012358
8.955285,-2.074978,-2.0478446
9.483067,-1.8745302,-1.9187945
8.417622,-2.2333195,-2.2541752
8.395156,-2.2147155,-2.1490207
9.330787,-1.8395185,-1.974295
8.984545,-2.0516295,-1.9697016
9.276481,-2.0617049,-2.0966852
9.306941,-1.9155664,-1.9985917
8.867803,-2.2053967,-2.289056
9.215782,-1.9002177,-1.8912752
9.224076,-1.9915916,-2.1350312
9.088671,-1.8597251,-1.9032742
8.140876,-2.3789175,-2.4763424
8.957087,-2.16213,-2.2205393
9.154666,-2.035817,-2.049765
9.628088,-1.7979724,-1.6779953
9.08131,-2.0756698,-2.0601742
9.182078,-1.9423667,-2.0353096
9.467663,-1.9364021,-1.8629559
9.57663,-1.7961206,-1.7176895
8.798993,-2.357724,-2.3360522
8.034653,-2.2619827,-2.3681452
9.521425,-1.8831885,-1.8588921
9.036026,-2.02081,-2.161965
9.044709,-2.046368,-1.955584
8.181917,-2.266367,-2.3571012
9.360985,-1.8994353,-1.8527999
9.453921,-1.8312798,-1.8716768
8.936641,-2.052068,-2.181954
8.879262,-2.0523384,-1.9763037
9.204925,-2.0095193,-2.0053449
9.085399,-1.9879764,-2.0259504
10.0405655,-1.7342881,-1.4179273
8.649713,-2.1939557,-2.176455
8.412864,-2.3000553,-2.1088915
9.76456,-1.7630659,-1.7852445
9.231104,-1.9559332,-1.8802779
9.075163,-2.0806537,-2.157769
10.013436,-1.6526558,-1.4714499
9.071721,-1.9578441,-2.0718336
9.466363,-1.8713623,-1.7415481
8.6082535,-2.2357543,-2.3517091
8.162483,-2.1598215,-2.1710773
9.304071,-2.011726,-2.1390593
9.768092,-1.7928975,-1.7049929
9.095018,-1.9827176,-2.0940742
8.129437,-2.4204667,-2.1054533
9.13936,-2.0122216,-1.9753809
9.138968,-2.014956,-2.1121898
8.081695,-2.389089,-2.4795077
9.321548,-1.8913709,-1.9676157
9.28939,-1.8715577,-1.9977269
8.796837,-2.2083867,-2.2765284
8.736598,-2.173579,-2.206027
9.321775,-2.0069292,-2.0518637
8.508711,-2.3490958,-2.8363588
8.532863,-2.03124,-2.2105155
9.127185,-1.9317763,-2.0100408
9.136935,-1.9973315,-2.052716
8.971025,-2.0853422,-2.2101955
9.189027,-1.9149485,-1.8399582
9.579085,-1.7875847,-1.7394696
9.142867,-1.9397777,-1.9693489
8.86766,-2.0357404,-2.2160354
9.55093,-1.8292903,-1.7842484
9.321845,-1.9688835,-1.9863425
8.861713,-2.1808667,-2.17078
9.29057,-1.8604264,-1.8960309
9.164844,-2.2005856,-2.303076
9.239488,-2.004335,-1.9624097
8.756861,-2.0963619,-2.2452266
9.282034,-1.8954389,-1.9367675
9.551747,-1.847171,-1.864823
9.19438,-1.9689234,-1.9429013
9.105959,-1.9368609,-1.8811326
9.192491,-1.9185462,-1.9009717
9.354206,-1.8883796,-1.903576
9.263542,-1.8306546,-1.9082062
9.431479,-1.9081163,-1.9277973
9.287108,-1.9398229,-1.9381009
9.613421,-1.8258507,-1.8534633
9.488601,-1.8584409,-1.7279433
9.4799595,-1.7737042,-1.8204653
9.147056,-1.9443474,-1.9797072
9.243803,-1.8996986,-1.7997932
9.180156,-1.964663,-2.0059383
9.197819,-1.89883,-1.9024447
9.267545,-2.0874343,-2.110923
9.046391,-1.9892286,-2.0489323
8.750757,-2.2591074,-2.400098
9.435282,-1.8289063,-1.7374235
9.185847,-1.9863065,-2.1038241
9.191095,-2.0046525,-2.0235822
8.925449,-2.1739054,-2.12448
9.488041,-1.8124008,-1.8606542
9.106816,-2.0774305,-2.0097342
9.437082,-1.8645322,-1.7771364
9.084182,-1.9114468,-1.8869569
8.204655,-2.2946181,-2.3854923
8.876889,-2.1271763,-2.1645894
9.361061,-2.0315497,-1.9972538
9.086928,-1.9369688,-1.9115889
8.0648575,-2.3250601,-2.2428594
8.894,-2.0967798,-2.199289
9.517788,-2.0332248,-1.9775757
9.165345,-2.0272214,-1.9977605
8.985614,-2.1504328,-2.240979
9.284168,-2.0269432,-2.0797696
