log_Mstar,log_Zstar,log_Zgas
10.08542,-1.6941444,-1.7639556
10.042118,-1.7039244,-1.6732522
8.565898,-2.117038,-2.0070693
8.737896,-2.0551543,-1.8846905
10.961524,-1.6708928,-1.8333288
10.01408,-1.8510406,-1.8608401
8.333424,-2.1765282,-1.974969
9.440152,-1.9230233,-1.9269022
8.075658,-2.4623964,-2.525214
10.7444725,-1.6440618,-1.745777
10.390927,-1.6860504,-1.7449722
10.49192,-1.6297575,-1.640003
10.285018,-1.6879005,-1.7298733
9.037012,-2.0305746,-1.9903697
8.617581,-2.1665108,-2.1937163
8.882592,-2.065794,-2.1910923
8.261475,-2.2650995,-2.1863587
8.6561775,-2.0750635,-2.0537765
8.133897,-2.279612,-2.3595383
8.535898,-1.8057952,-1.5535343
9.705866,-1.818039,-1.7180378
8.389731,-2.402857,-2.5144045
8.765746,-2.0650063,-2.076734
10.675691,-1.708804,-1.7600304
10.410531,-1.6421628,-1.5562567
9.49185,-1.8457903,-1.8196218
8.248064,-2.1723464,-2.1764963
8.63198,-2.195075,-2.3252597
9.083643,-1.8694967,-1.9137967
8.4570465,-2.1689441,-2.1908336
10.928816,-1.6705654,-1.8496803
9.420092,-1.8599927,-1.8670293
11.020717,-1.589524,-1.8427895
9.06397,-1.9009997,-2.081812
8.766336,-2.0902536,-2.060866
8.326854,-2.237857,-1.8965503
9.727244,-1.8406777,-1.8815016
8.571738,-2.2007232,-2.123266
10.685672,-1.7061768,-1.6643889
10.147185,-1.7141203,-1.4820268
9.844025,-1.790027,-1.7432098
10.74201,-1.7243648,-1.8888307
9.504004,-1.7894179,-1.7564268
9.845474,-1.8058864,-1.6048806
8.183482,-2.258561,-2.404136
8.305081,-2.2367015,-2.3489788
9.142054,-1.813096,-1.4477141
9.597457,-1.8272889,-1.8857148
9.000502,-2.1239717,-2.2513673
8.870177,-1.9455842,-1.842289
8.494712,-2.1821008,-2.1523824
8.191431,-2.2948918,-2.2530823
8.0946245,-2.3818977,-2.2285495
10.925332,-1.7231499,-1.9305327
8.233713,-2.2189698,-2.2384372
9.741648,-1.9798502,-2.0627778
9.380964,-1.9273621,-1.846351
8.562196,-2.2362757,-2.3656387
9.157325,-1.9554528,-1.8449345
8.588911,-2.2092466,-2.218443
11.070795,-1.665199,-1.6747831
8.790616,-2.023098,-1.934656
8.163769,-2.3577085,-2.2468553
10.79147,-1.6384945,-1.8598905
10.180348,-1.7123213,-1.7743511
9.693707,-1.6118261,-1.5564868
8.321785,-2.3208945,-2.3555253
8.4560585,-2.1419759,-2.094833
10.776684,-1.6423918,-1.8936834
10.134571,-1.6511134,-1.7613505
8.573978,-2.1456857,-2.3089707
8.428952,-2.181174,-2.0141885
10.652521,-1.6291193,-1.7141513
10.210492,-1.655131,-1.7492478
10.308901,-1.5857049,-1.6585292
9.505186,-1.9706578,-2.0599923
8.350655,-2.1612854,-2.20356
11.059459,-1.5926875,-1.7841392
8.917874,-1.528533,-1.5811325
10.962711,-1.7083912,-1.6078763
8.898338,-2.0767825,-2.0584235
10.764011,-1.6047436,-1.8993404
9.220264,-1.9451057,-1.897478
8.004495,-2.3579679,-2.1565435
10.88681,-1.6989597,-1.9100161
8.510917,-2.1311884,-2.0817773
9.655197,-1.9454547,-1.9414566
9.781465,-1.785207,-1.7946264
9.369079,-1.9557314,-1.979957
8.175147,-2.2970965,-2.1732275
10.845354,-1.5568637,-1.7844514
8.96392,-2.1017544,-2.1483781
10.764472,-1.6433699,-1.8451086
9.420101,-1.9036242,-1.9630599
8.555889,-2.1376724,-2.3031979
9.063189,-1.9967301,-1.9481568
10.746897,-1.6140862,-2.0880022
9.146896,-1.8583239,-1.845964
8.236821,-2.2822428,-2.5468502
8.547308,-2.2122622,-2.359478
8.560017,-2.1443603,-2.1567185
8.367086,-2.0768652,-1.9880817
10.920348,-1.6477178,-1.9129106
10.017142,-1.7838084,-1.6794289
10.854567,-1.6741626,-1.69555
10.019387,-1.7920167,-1.6654023
8.404077,-2.1205971,-2.0927284
10.679719,-1.6197759,-2.0980623
10.14261,-1.6797546,-1.6871136
10.031287,-1.7969805,-1.7672974
8.404746,-2.225322,-2.2069056
11.028513,-1.6537592,-1.7774631
8.596522,-2.1244934,-2.1143577
8.268145,-2.2706234,-2.3074937
10.429039,-1.6140717,-1.6037817
9.573135,-1.8124623,-1.8444642
10.217088,-1.6295388,-1.6747216
9.388349,-1.791737,-1.8697963
9.040568,-2.0121386,-2.0000498
8.682469,-2.1068923,-2.139835
8.276916,-2.3137443,-2.3448908
8.692842,-2.0284452,-2.0169487
8.850313,-1.9388866,-1.8983041
8.474554,-2.1567392,-2.2557802
8.322549,-2.167535,-2.289824
9.076426,-1.9200546,-1.7994965
8.168769,-2.3778822,-2.2758534
10.928007,-1.6318823,-1.7727213
10.126084,-1.6759619,-1.7185491
9.070979,-1.9602045,-1.7460536
10.809671,-1.6614757,-1.8166634
9.353111,-1.772559,-1.9158162
8.86081,-2.0432076,-2.079389
9.718706,-1.7165356,-1.5664042
10.7492285,-1.5588776,-1.9839218
10.031658,-1.8678256,-1.8062168
8.463453,-2.2072508,-2.2962909
9.12125,-2.0070782,-2.085524
8.114141,-2.3553705,-2.387247
10.799496,-1.6600368,-2.1724997
9.387013,-1.9134454,-1.715157
8.729124,-2.0522897,-2.1120644
10.66155,-1.5685585,-2.0162594
10.530974,-1.6515133,-1.5686779
8.834256,-2.0133624,-1.9755905
8.237196,-2.2745566,-2.117368
9.787872,-1.8189118,-1.8341278
10.902609,-1.633125,-1.8429197
8.535913,-2.1966443,-2.0827172
8.523757,-2.2740939,-2.2734635
9.93462,-1.7191815,-1.7516742
9.400669,-1.9234775,-1.954557
9.340413,-1.9004372,-1.7558705
8.129216,-2.2635837,-2.2923098
8.194023,-2.197796,-1.9570146
8.095569,-2.3056803,-2.270509
10.871059,-1.6908771,-1.7382025
8.835333,-2.2691565,-2.364065
8.25588,-2.2908564,-2.1940813
8.276225,-2.2663798,-2.3696911
10.7911415,-1.6546388,-1.5435047
10.531329,-1.6990118,-1.7363394
8.758906,-1.6728755,-1.5123869
11.079816,-1.6662778,-1.7208909
10.477368,-1.6118885,-2.15167
9.947394,-1.7296741,-1.8014287
9.747556,-1.8538637,-1.9047391
9.113368,-1.977629,-2.161027
8.198689,-2.3380945,-2.5100696
8.730945,-2.0105913,-2.0457273
8.271334,-2.3753767,-2.5105052
8.124446,-2.260511,-2.3584838
8.219922,-2.3839142,-2.3284957
10.6931505,-1.6174853,-2.1021614
9.5358925,-1.7930727,-1.760151
10.101025,-1.7018565,-1.5870665
8.921446,-1.9544162,-1.7917788
10.733111,-1.6780272,-1.6501511
9.333443,-1.8937906,-1.8832345
8.166114,-2.2054067,-2.1412587
8.742515,-2.0653296,-1.7514309
9.375383,-1.7212287,-1.5414732
8.548413,-2.2137554,-2.0559964
10.793736,-1.6348233,-1.8456069
9.180778,-1.9338248,-1.9642853
9.268929,-1.8614625,-1.8701549
8.58485,-2.3056502,-2.3732457
8.448833,-2.2053797,-2.2464569
10.598492,-1.6412024,-1.5985973
10.017073,-1.7408034,-1.7544842
8.487311,-2.2544758,-2.3980217
9.519866,-1.7914419,-1.7876972
8.21422,-2.3269625,-2.3581684
10.779475,-1.6174964,-2.2636993
9.699198,-1.9513892,-2.0761585
9.434859,-1.8189267,-1.6348767
8.389664,-2.18603,-2.0346868
10.9032545,-1.620631,-1.8256211
9.650122,-1.7274603,-1.5498953
10.99985,-1.6225305,-1.8870445
11.008519,-1.6502548,-1.7387422
8.597272,-2.2093065,-2.089983
8.546045,-2.0922606,-2.0036914
10.460841,-1.7243942,-1.7820497
10.411608,-1.6124052,-1.7301425
8.291077,-2.2900686,-2.4363558
8.653252,-2.0654652,-2.0282412
9.387479,-1.9068902,-2.013461
10.304349,-1.6666503,-1.6964564
8.29123,-2.386011,-2.455584
8.639708,-2.0801752,-2.0141337
10.789824,-1.6062506,-1.5036722
9.044447,-1.9315461,-1.99917
8.344291,-2.174097,-2.097911
8.057477,-2.5049007,-2.4715478
8.847527,-2.0245829,-1.8852292
9.028696,-1.9994019,-1.9411248
10.972286,-1.5695412,-1.7477605
9.685374,-1.8450122,-1.5958105
10.76348,-1.6611826,-1.7751018
9.716438,-1.9412756,-2.0858402
8.9080305,-1.9976076,-2.0187519
9.380249,-1.8621464,-1.817292
8.487098,-2.1400893,-2.178616
8.882057,-2.077601,-1.9445693
10.974148,-1.6727598,-1.6369044
9.349652,-1.9672034,-2.0060217
8.081683,-2.3980637,-2.3358786
10.839336,-1.7153559,-1.8689861
9.464159,-1.8302175,-2.033631
9.071511,-2.0782688,-2.0446796
8.428673,-2.2941465,-2.4108016
10.563043,-1.6607933,-2.028116
10.387583,-1.7107469,-1.7474834
9.477734,-1.9799771,-1.9931762
8.640387,-2.114177,-1.9979479
8.024715,-2.4849052,-2.5787122
9.211044,-1.7948074,-1.6365486
8.300448,-2.201615,-2.1492553
8.447812,-1.7288346,-1.5941011
10.618288,-1.6547141,-1.5949452
10.607124,-1.5434583,-1.6120201
8.096404,-2.4838517,-2.4978416
8.353487,-2.1867754,-2.087076
10.927782,-1.6675947,-1.7977618
8.264558,-2.3650475,-2.5940402
10.771532,-1.668617,-2.002463
10.060286,-1.6637074,-1.5117439
11.019274,-1.6181394,-1.779949
8.970365,-2.0374417,-2.072745
10.652836,-1.5803962,-1.8915486
9.794674,-1.8296783,-1.8031676
9.465501,-1.8684936,-1.8623586
9.081595,-2.015534,-1.9743395
8.690532,-2.1296215,-2.2452796
10.637148,-1.6580862,-1.8837146
9.81814,-1.7586851,-1.7481596
9.2794285,-1.9805007,-2.0045235
8.137295,-2.4760706,-2.4592006
10.838887,-1.611869,-1.7550057
10.396902,-1.678178,-1.76847
8.811089,-2.0610926,-2.112489
8.719438,-2.0041897,-2.0372064
10.373443,-1.7153157,-1.6859717
10.472337,-1.6450651,-1.6908967
8.979408,-1.9996804,-1.942249
8.203523,-2.3571274,-2.2941408
8.50367,-2.220947,-2.2641408
8.743783,-2.1847684,-2.2383926
10.901467,-1.6391431,-1.620022
9.282199,-1.8399749,-1.8893719
9.738714,-1.7003918,-1.6699046
8.141793,-2.336791,-2.1260462
8.299384,-2.2257154,-2.1110184
8.344172,-2.06534,-2.156271
10.892136,-1.6765682,-1.771196
9.882334,-1.6394572,-1.5449364
9.091938,-1.9735593,-1.9016838
8.127125,-2.4602456,-2.6062398
9.337613,-1.8942324,-1.7357821
10.934821,-1.632431,-1.8322985
9.607588,-1.8505204,-1.8107368
10.637056,-1.596668,-1.7534701
9.810468,-1.7832538,-1.7818544
9.492649,-1.868385,-1.9097743
8.50397,-2.3047948,-2.2440076
8.540545,-2.0755203,-2.1401625
8.604028,-2.2564726,-2.1251862
8.561402,-2.0401685,-1.8314465
8.832467,-2.0872905,-2.068627
10.007429,-1.717759,-1.8428168
8.858896,-2.1205254,-2.0945058
8.331218,-2.224264,-2.2986803
9.250401,-1.9301192,-1.845003
8.448154,-2.229762,-2.3518212
10.955468,-1.6696328,-1.8349314
8.514486,-2.155873,-2.016756
10.806228,-1.6835122,-1.7668037
9.358658,-2.0360477,-2.1555548
9.3611,-1.8746041,-1.8090569
8.21842,-2.2862387,-2.166387
10.502212,-1.6258752,-2.0271983
10.596774,-1.638277,-1.8872243
10.343733,-1.6686662,-1.7028937
10.913426,-1.6719075,-1.7093726
8.950056,-1.9467977,-1.9379109
8.692458,-2.1011112,-2.1158023
8.539037,-2.1685543,-2.0293925
9.296458,-1.9112451,-1.8020823
10.902154,-1.632131,-2.024064
8.067592,-2.4108927,-2.3596964
10.734586,-1.6109511,-2.0113657
9.494514,-1.8750596,-1.9144572
8.636705,-2.1974456,-2.2014952
8.813659,-2.0371077,-2.0579736
8.838772,-1.7093922,-1.7532907
10.938291,-1.6227604,-1.7366147
8.953168,-2.1090677,-2.1984046
8.281234,-2.3534677,-2.241829
10.96463,-1.5608947,-1.7276452
9.287021,-1.8458308,-1.8115141
8.53307,-2.2660239,-2.3939798
10.824633,-1.6246365,-1.9393144
9.5422535,-1.8632125,-1.9075259
9.113364,-1.9215517,-1.9528005
8.172316,-2.307849,-2.2140415
8.532134,-2.1034086,-2.1968105
9.354712,-1.8642864,-1.9029651
9.112739,-1.8611083,-1.8535478
8.502463,-2.1686032,-2.0307543
10.464971,-1.6508698,-1.7547395
10.282449,-1.6551543,-1.6178098
9.239706,-1.8645157,-1.9966476
9.547981,-1.8441085,-1.6671902
8.307759,-2.2415683,-2.1713774
10.8401985,-1.6131599,-1.8114562
8.622584,-2.064165,-2.0577922
9.327759,-1.6797421,-1.44187
11.054109,-1.6393836,-1.7577287
10.862748,-1.6435078,-1.8703951
9.406383,-1.8494114,-1.6375257
8.899575,-2.053247,-1.9912956
9.627188,-1.735782,-1.6536015
9.189091,-1.8843206,-1.6818877
10.861589,-1.60038,-2.0696526
8.185949,-2.250529,-2.2289422
9.226977,-1.8093033,-1.7195132
9.269857,-1.8917477,-1.8654442
8.421422,-2.225926,-2.2341163
9.3801775,-1.8071102,-1.7139139
9.695579,-1.7911777,-1.5933799
9.237459,-1.9744819,-2.0236628
8.020349,-2.4032626,-2.347241
10.748308,-1.6153426,-1.7713332
10.31248,-1.7528925,-1.7565364
8.310233,-2.2679327,-2.4548078
10.208273,-1.8449539,-1.8565944
10.022601,-1.6967119,-1.7154139
9.7547655,-1.89713,-1.8897039
8.933791,-1.9745092,-2.0581048
8.869809,-2.0302353,-2.0521858
11.041625,-1.6538497,-1.6379385
8.5639515,-1.9960109,-1.9879415
10.19756,-1.7538881,-1.8030878
10.007419,-1.7293326,-1.7761921
8.8165045,-2.1141732,-2.2741838
8.938459,-2.0822027,-2.178887
9.625095,-1.795919,-1.6367457
8.927082,-2.0741894,-1.975755
10.699167,-1.5589917,-2.2647758
10.354622,-1.6765631,-1.4862969
8.753104,-2.0604975,-2.0491996
8.394321,-2.1557183,-2.0613718
10.4312525,-1.6461959,-1.5857872
9.58923,-1.8777868,-1.9721141
9.840716,-1.773894,-1.6817465
8.919456,-2.1508765,-2.2114432
8.255358,-2.2282104,-2.3049042
10.798924,-1.6741587,-1.8488525
9.1633835,-2.0091052,-2.0696878
8.518108,-2.1336746,-2.099902
10.722219,-1.5994126,-2.1014974
9.152719,-2.2782502,-2.3940537
9.009794,-2.0499096,-1.9332292
8.838246,-2.008173,-1.8635033
8.27658,-2.2493205,-2.1917887
8.289534,-2.156766,-2.1614745
10.40518,-1.7619563,-1.8782128
10.231496,-1.7622856,-1.6555449
9.145287,-1.9722872,-1.929531
8.715081,-2.1580024,-2.0330138
8.718012,-2.1095636,-2.0568595
8.043631,-2.2760103,-2.38652
10.93645,-1.6144272,-1.5969853
8.045844,-2.2901278,-2.3828435
9.194871,-1.6129099,-1.3548362
9.565652,-1.8516376,-1.9498436
9.284874,-1.9782059,-1.9838185
8.347006,-2.3610628,-2.3688223
8.204696,-2.2867854,-2.0560355
9.3637295,-1.8014355,-1.7432705
11.005557,-1.6353024,-1.7680187
8.576642,-2.1026154,-1.9835286
10.600185,-1.727941,-1.9022171
9.761099,-1.9208965,-1.9808834
8.217722,-2.2235103,-2.2329943
8.313475,-2.2077627,-1.9513103
8.665332,-2.129497,-2.0934386
8.224308,-2.1934698,-2.1176426
8.224142,-2.4445322,-2.3257282
8.049518,-1.8227972,-1.8185678
11.092445,-1.6360399,-1.7104863
10.781491,-1.657953,-1.8834647
9.646838,-1.7874599,-1.6579627
8.600745,-2.2434247,-2.5422394
8.480922,-2.1955802,-2.0840433
9.0809765,-2.039236,-1.9245399
8.392148,-2.2438061,-2.0700378
8.467191,-2.2042506,-2.0880334
10.750742,-1.671572,-1.7557775
9.845829,-1.7856301,-1.7708465
8.498802,-2.2876954,-2.3038409
8.544837,-2.1393423,-2.061484
10.865903,-1.6087109,-2.020491
9.134954,-1.9534185,-1.8173943
9.094805,-1.9193989,-1.8978446
10.786379,-1.5795171,-1.8500303
9.710575,-1.8182756,-2.0024247
10.8485,-1.6372322,-1.7927891
9.938961,-1.6924883,-1.4317977
9.0674,-2.0049155,-1.947844
10.304197,-1.6630557,-1.7938722
9.785209,-1.8644733,-1.8898002
8.252939,-2.3379452,-2.2548661
11.086011,-1.5931271,-1.7162589
10.587491,-1.6495185,-2.1914356
8.885611,-2.0730312,-2.0857503
8.358953,-2.1916645,-2.131202
10.8284,-1.6803697,-2.0479867
9.607205,-1.8893433,-1.7876743
10.769193,-1.703792,-1.8179797
9.314861,-1.8423711,-1.7604038
10.559867,-1.6909217,-1.7981812
9.801409,-1.9367884,-1.9477404
8.6172,-2.2359138,-2.4050713
8.771729,-2.0599768,-2.0703762
8.423027,-2.1640308,-2.0418398
8.79375,-2.0727446,-1.8633363
10.627968,-1.6465769,-1.5183216
10.629048,-1.6128583,-1.6283193
10.469555,-1.6848928,-1.7793905
10.522685,-1.7070187,-1.6782168
9.828985,-1.7303561,-1.635052
10.669696,-1.6021336,-2.0551088
10.0569515,-1.6930393,-1.6316613
8.860379,-2.0989215,-2.2418425
8.706211,-2.1933653,-2.2632823
8.984479,-2.0443423,-1.9997747
10.592322,-1.664881,-1.7767054
8.747696,-2.2268982,-2.3385155
9.224053,-1.9909259,-1.9322116
8.370562,-2.2483904,-2.2321637
8.23414,-2.3360827,-2.1693285
10.707729,-1.680034,-2.0931416
9.487826,-1.8909696,-1.9208722
10.838559,-1.6668824,-1.8077687
9.058288,-2.1119878,-2.0820456
10.759407,-1.6253374,-2.019398
9.811614,-1.8363866,-1.7880379
9.565322,-1.7595872,-1.738061
10.684302,-1.5865353,-1.8596209
9.239318,-1.9627492,-2.0459058
8.764572,-2.2350485,-2.1928875
8.888159,-2.008026,-1.9322325
8.88419,-1.9930147,-1.9545903
10.660782,-1.5470734,-2.1123579
9.984858,-1.8074896,-1.7255934
8.73321,-2.1240294,-2.2432556
8.40636,-2.148155,-2.2865438
10.662625,-1.7362045,-1.8265612
10.123912,-1.6916908,-1.7256322
10.833978,-1.6351591,-1.6833191
9.113315,-1.9697686,-1.9301565
8.357776,-2.1361492,-2.0568166
8.903875,-2.0034583,-2.0266147
11.095184,-1.668308,-1.6651087
9.31899,-1.8951812,-1.6291027
10.597518,-1.5863522,-2.19255
9.959169,-1.8310535,-1.854237
8.368597,-2.2994056,-2.6045556
9.526115,-1.880632,-1.9029518
9.17674,-1.9318993,-1.9534694
8.625356,-1.818514,-1.8376126
10.943299,-1.6135777,-1.7910277
8.750016,-2.0841272,-2.1703985
10.627941,-1.6719267,-1.866005
8.785748,-2.1191845,-2.1516428
9.261239,-1.9069146,-1.9439528
8.310659,-2.133071,-2.1249008
9.179534,-1.8541976,-1.7784091
8.074308,-2.3896902,-2.302357
10.999226,-1.6528548,-1.7429065
9.200259,-1.9888941,-1.9598824
10.947615,-1.6688348,-1.7015147
9.3393345,-1.842393,-1.8347603
10.766275,-1.6151743,-1.7507032
10.713144,-1.614244,-1.9532207
9.557948,-1.934336,-2.1992111
9.55611,-1.7969991,-1.6611774
8.872297,-2.0437355,-1.9072405
8.734899,-2.137202,-2.1982968
8.786031,-1.9635805,-1.8013619
10.630126,-1.7347156,-1.8534868
9.664103,-1.7971481,-1.7725415
9.470919,-1.8200467,-1.9124254
8.317562,-2.241298,-2.351194
10.77919,-1.6386327,-1.9619148
9.227631,-1.9293987,-2.0375361
9.200288,-1.9160278,-1.9884282
10.469356,-1.7063211,-1.7803669
9.240933,-1.9871358,-2.089224
9.446331,-1.8181398,-1.5215489
8.915438,-1.9226297,-1.9155333
8.026768,-2.513238,-2.620716
10.761677,-1.5900271,-1.8400875
9.881842,-1.8387171,-1.7656231
8.928521,-2.0028763,-1.8724266
10.070301,-1.6995795,-1.6105253
8.064285,-2.3762574,-2.6133533
8.799968,-2.0586886,-2.1794353
8.96716,-2.0901642,-1.9994786
10.866983,-1.652837,-1.8598356
9.468961,-1.860324,-1.6499362
10.872403,-1.64529,-2.053167
8.755793,-2.0614955,-2.0993688
8.895416,-1.9726584,-1.8882239
10.946425,-1.6030288,-1.7200409
8.680714,-2.1535077,-2.1513896
8.292355,-2.3713255,-2.5944855
10.452074,-1.5906302,-1.6350031
10.9269705,-1.7078816,-1.8552072
8.323095,-2.2310834,-2.217635
8.608686,-2.129391,-1.8917781
8.287904,-2.1447873,-2.24417
9.502092,-1.9044127,-1.7653594
10.962743,-1.6774669,-1.7274723
8.565272,-2.236323,-2.179143
8.542019,-2.1766222,-2.0736363
9.083811,-2.0448196,-2.0201724
10.9812565,-1.6619315,-1.6494882
8.565134,-2.0398762,-2.055626
8.572085,-2.1620266,-2.13965
8.265672,-2.2963264,-2.419814
10.660172,-1.6205171,-1.6012373
10.245395,-1.633768,-1.5064857
9.481836,-1.991661,-1.9346436
8.905015,-2.0184953,-1.9421948
10.974737,-1.6476387,-1.6337471
9.224956,-1.9100229,-1.7826545
10.762842,-1.714402,-1.824469
9.110323,-1.9697835,-1.9489582
8.657494,-2.0213544,-1.9419383
10.815021,-1.6648979,-1.8553984
9.5673895,-1.6911616,-1.7313055
10.695678,-1.5713869,-1.9631569
9.995652,-1.7984781,-1.7706133
10.798782,-1.6772232,-1.9700084
9.580824,-1.7895229,-1.6933546
10.801564,-1.6323233,-1.8557031
9.8793545,-1.7229177,-1.7453495
8.601588,-2.081996,-2.130972
10.838299,-1.6647809,-1.9814793
9.518344,-1.8275139,-1.828769
8.832265,-2.1980715,-2.2922268
8.001205,-2.4497175,-2.515947
10.683391,-1.6091129,-2.0674498
9.230156,-1.9253651,-1.6570523
9.697752,-1.7336266,-1.6726906
9.8757925,-1.7431855,-1.618715
10.870299,-1.6307027,-1.7145149
10.952934,-1.6676812,-1.669527
9.147073,-1.9855847,-1.7259746
10.926988,-1.6420437,-1.701141
8.26794,-2.3333342,-2.1960423
10.896969,-1.5961417,-1.7615412
8.931207,-1.8836209,-1.758588
10.265914,-1.6440532,-1.6201085
10.166598,-1.7355585,-1.7005421
8.67361,-2.1461926,-2.0592983
8.03662,-2.170873,-2.12126
8.251375,-2.0737612,-1.969549
10.884849,-1.6549488,-1.6645029
8.21937,-2.5072303,-2.6503062
8.173371,-2.3205712,-2.3037598
8.299226,-2.1875384,-1.9814526
10.81394,-1.6751302,-1.676669
9.521162,-1.9553891,-1.995226
9.404541,-1.907221,-1.7480072
10.626538,-1.5819749,-1.9790268
9.974805,-1.7895362,-1.7586496
9.5499115,-1.8528891,-1.7812289
9.222115,-1.9288088,-1.7372763
8.427307,-2.135413,-1.9499059
10.676425,-1.645094,-1.6188082
9.969938,-1.7008185,-1.880871
9.514749,-1.8218066,-1.9995055
9.233951,-1.9956795,-1.9571798
8.903108,-2.0553286,-2.1073916
9.2640505,-1.9224703,-1.8447841
8.329848,-2.2515304,-2.0738044
10.872799,-1.7071137,-1.779815
9.535761,-1.9152566,-1.882079
10.766779,-1.635856,-1.8825169
8.9226,-1.997896,-2.0748186
8.149891,-2.347488,-2.2665596
8.706481,-2.0452583,-1.971056
10.799166,-1.6433933,-1.8475591
8.177974,-2.4343991,-2.4884226
8.447667,-2.1872299,-2.0676577
10.262855,-1.6604832,-2.0529218
10.114171,-1.6825069,-1.5523099
9.756256,-1.7995342,-2.0144098
9.866978,-1.7354227,-1.5162158
8.205323,-2.3109887,-2.1813262
10.91064,-1.6571002,-1.7533251
8.490428,-2.3005228,-2.484897
10.804015,-1.5880045,-1.5647599
10.739458,-1.6557518,-1.7921479
9.162504,-2.0859559,-2.1278558
8.720415,-2.2222471,-2.114559
8.5666895,-2.182304,-2.361599
9.394875,-1.8980472,-1.7101767
10.684042,-1.6159533,-1.52241
10.732746,-1.6403252,-1.8061796
10.00246,-1.6371616,-1.4967977
8.497561,-2.2296553,-2.1908648
9.172888,-1.9240817,-1.9673412
10.82702,-1.6616803,-1.8288347
10.101635,-1.6572683,-1.6230991
9.2942,-2.0200195,-1.9893949
8.38585,-2.3968143,-2.3409004
8.727846,-1.7435244,-1.5959989
10.796025,-1.5996869,-1.8106225
9.577233,-1.806508,-1.8227935
8.801449,-1.9815187,-1.9849262
8.438373,-2.183535,-2.2468195
8.5059805,-2.2256107,-1.8909414
11.014006,-1.6631979,-1.908732
10.888069,-1.6460572,-1.6483663
9.030403,-2.1030633,-2.0910943
10.891042,-1.6290405,-1.783613
10.72606,-1.5988778,-1.9000928
9.719386,-1.7475154,-1.7452574
9.057027,-1.9586483,-1.8884348
10.795473,-1.7180583,-1.8042412
9.695268,-1.9190584,-1.7680935
8.830861,-2.0381858,-2.0699584
10.7610655,-1.6878833,-1.8474061
9.670294,-1.8610402,-1.7088435
8.502396,-2.3107278,-2.1411974
10.849753,-1.6572044,-1.7639993
8.808573,-2.0543158,-2.0559018
9.672513,-1.799726,-1.8043423
8.567322,-2.3470526,-2.394446
9.138777,-2.0624073,-2.0481002
8.778974,-2.0472457,-2.205678
11.063821,-1.6079043,-1.8394003
8.766262,-1.9359506,-2.1077363
9.693719,-1.8163599,-1.7334366
10.716352,-1.6313565,-1.6709995
10.342078,-1.635409,-1.6473668
8.755677,-2.132811,-2.1241672
10.463824,-1.6785567,-1.75868
9.553445,-1.8835069,-1.941141
9.873867,-1.7523192,-1.844249
9.431198,-1.8210871,-1.8913394
9.526655,-1.8749679,-1.8560433
10.805612,-1.6138908,-1.8847806
8.86493,-2.0906186,-2.3720958
8.015133,-2.365312,-2.128139
10.366497,-1.6455144,-2.0255785
10.130936,-1.6741967,-1.6836616
9.985424,-1.706311,-1.6419582
8.022005,-2.5157068,-2.3504994
10.829082,-1.6868584,-1.7168381
8.70848,-2.2272127,-2.3015463
8.601168,-2.1907992,-2.2888918
9.179832,-1.9148831,-1.8031931
8.441458,-2.2185202,-2.3100636
8.954394,-1.9061893,-1.6492348
10.703166,-1.6009285,-1.925981
9.825276,-1.7262192,-1.6193585
10.699418,-1.6218034,-1.5849206
9.843974,-1.7507114,-1.803017
10.755491,-1.6986985,-1.8239017
9.731297,-1.67572,-1.5064701
8.337691,-2.2510765,-2.2435882
10.722015,-1.672751,-1.908497
8.939438,-2.0941114,-2.1072133
8.147443,-2.2587428,-2.3167396
10.8832245,-1.6836076,-1.8773555
8.714244,-1.9966571,-1.9120274
10.186091,-1.6689668,-1.6451061
10.196972,-1.6717898,-1.7003738
9.117085,-2.084761,-2.2022557
9.229779,-1.9075038,-1.9111369
8.185487,-2.3678265,-2.3955739
10.921883,-1.6763884,-1.8543558
10.616256,-1.6017033,-1.9078285
9.935275,-1.8466104,-1.7583073
8.496279,-2.1294234,-1.8348811
10.514713,-1.712116,-1.6969504
9.083572,-1.9895874,-1.99816
9.57366,-1.7928928,-1.8345237
8.827953,-2.0390248,-1.789035
10.808824,-1.7297438,-1.8843625
8.909992,-2.0565257,-2.1408193
10.83635,-1.6223329,-1.8461903
9.287373,-1.947091,-1.9099116
8.64876,-2.1371768,-2.025979
8.776032,-1.9380491,-2.0713246
10.650546,-1.7023792,-1.6307609
9.852223,-1.7422818,-1.8026104
8.539256,-2.164884,-2.5307004
8.874953,-1.9932183,-1.8894578
8.19374,-2.1775188,-2.15276
10.663521,-1.5703217,-1.84308
10.15993,-1.6537961,-1.523649
8.271413,-2.2469063,-2.163316
8.49043,-2.1477602,-2.0051162
8.496077,-2.099421,-1.9619433
9.415576,-1.9695618,-1.9858669
8.806623,-2.115452,-2.0844488
8.810174,-2.0745318,-1.9703574
10.701915,-1.5976331,-1.9207124
9.555034,-1.8023813,-1.7463405
8.77157,-2.0626333,-2.0250032
10.78458,-1.6751457,-1.7430385
9.754738,-1.7917736,-1.7462505
10.716992,-1.6144022,-1.8391446
9.142,-1.9871039,-2.0409682
9.378462,-1.8737808,-1.6897486
10.6180725,-1.5757431,-2.1200738
8.528503,-2.1720161,-2.1468668
8.364533,-2.220233,-2.2798193
10.683442,-1.7123592,-1.7667351
