SubhaloID,StellarMass,GasMass,SFR,GasMetallicity,StarMetallicity
361752,70542210000.0,321315730000.0,2.427077,0.0076548927,0.024099573
361753,41079390000.0,15892229000.0,0.40840024,0.012702913,0.02343149
361754,36758090000.0,32366730000.0,2.5581439,0.023907382,0.02380515
362551,95800260000.0,393963670000.0,0.037450504,0.009619341,0.020846043
362552,41045990000.0,67955368000.0,3.1626215,0.02109373,0.024252247
362553,26966415000.0,4422944000.0,0.533815,0.02238905,0.026925035
362781,26088587000.0,80003450000.0,3.560404,0.01604795,0.01891832
363737,35753665000.0,56872440000.0,0.32551214,0.008284954,0.025913522
364264,42143252000.0,1324189800.0,0.53714,0.009637104,0.029779729
364480,36416532000.0,27231334000.0,3.4632385,0.02275797,0.022629851
365743,85643180000.0,337456200000.0,0.2668799,0.0119955,0.022205848
366338,70969410000.0,564340260000.0,3.1330376,0.01655753,0.02113218
366339,47286470000.0,27965864000.0,1.5962152,0.0117719555,0.023982964
366793,33371105000.0,630221700.0,0.0037828751,0.0053578024,0.023446294
367929,52576840000.0,267707800000.0,15.414005,0.018120628,0.021397755
367930,44194198000.0,92599720000.0,6.254248,0.02201039,0.025839409
367931,30183152000.0,48512190000.0,6.023962,0.022097502,0.024349617
368171,31659120000.0,16391520000.0,15.765317,0.029067561,0.02664061
368437,28320040000.0,49150697000.0,3.4560869,0.021404,0.02322395
369366,77701230000.0,77244510000.0,2.4265285,0.015925173,0.022708775
369368,63570590000.0,26991426000.0,0.33805576,0.017069314,0.021483533
369546,82818290000.0,53297005000.0,0.23475555,0.0124416165,0.019767381
370781,56441418000.0,269001870000.0,0.384009,0.006240738,0.021494342
373291,42280923000.0,484179050000.0,0.56086546,0.006554533,0.022808664
373292,55322330000.0,30975904000.0,0.43312702,0.0139623,0.02887725
373699,97120540000.0,270712640000.0,0.006717912,0.013115054,0.026160328
373951,87975895000.0,257392770000.0,0.0015972946,0.008790474,0.023206409
374379,74331820000.0,247945330000.0,0.00044912536,0.008292062,0.024812816
374789,90189960000.0,291018960000.0,3.8341918,0.0104140295,0.022548148
375237,36457464000.0,26420503000.0,0.0027189816,0.0076048663,0.022078235
375401,85220180000.0,365052330000.0,0.8958123,0.011884538,0.020757828
375402,40806850000.0,7911340500.0,3.1996248,0.01704571,0.026951484
375403,34589990000.0,9975518000.0,0.83917207,0.028822133,0.023556938
375639,97602445000.0,316375470000.0,0.622747,0.0140103735,0.022649348
375910,32897032000.0,35171942000.0,4.523533,0.022135796,0.020623727
376133,36238110000.0,52256973000.0,4.395985,0.027085181,0.020842507
376544,88385370000.0,350672620000.0,1.6428491,0.02005871,0.022286355
376545,25216890000.0,28621324000.0,1.7236049,0.0242122,0.025356576
376739,47163896000.0,53020627000.0,5.4787016,0.018624824,0.025162077
377804,98402240000.0,353361040000.0,0.9445964,0.012618438,0.020421505
378115,53969710000.0,137017540000.0,0.0023785422,0.0079224715,0.025598664
378526,83457245000.0,190059000000.0,0.004966361,0.0077511743,0.024906218
378745,41107333000.0,280149360000.0,15.383577,0.015678104,0.019223245
378746,37983970000.0,89445740000.0,0.59039086,0.011752379,0.020354807
378748,29134672000.0,21037064000.0,1.3189013,0.032192674,0.02363069
378749,26697888000.0,23512265000.0,9.670879,0.017755458,0.02038446
379321,39161692000.0,56141050000.0,1.4157195,0.019998902,0.022721265
380751,92460840000.0,141998400000.0,0.4332638,0.008940891,0.021032937
380752,94486120000.0,37309338000.0,0.042053793,0.01677753,0.022726698
381147,55761097000.0,276910470000.0,0.0075998576,0.008732125,0.024475113
381831,59543265000.0,144758980000.0,0.07166074,0.00861336,0.023887696
381832,78227730000.0,94011560000.0,1.0365105,0.02440319,0.023888541
382256,69932890000.0,246800290000.0,0.19432586,0.019799653,0.025386158
382257,25663349000.0,7302516000.0,5.276891,0.011519641,0.023425458
382483,77754240000.0,264771270000.0,1.1441907,0.008820192,0.024306566
382484,59374020000.0,73243010000.0,9.154275,0.021064641,0.021197049
382921,83936750000.0,347207470000.0,5.3414707,0.013424469,0.022028977
382922,71854375000.0,38498468000.0,2.6941428,0.016392842,0.023538977
383118,29230672000.0,120415440000.0,4.702347,0.02635729,0.019888982
383120,35596878000.0,89286030000.0,3.4634814,0.021443719,0.023374205
383506,39194240000.0,45761057000.0,0.013167384,0.0067675635,0.022395428
383508,38644322000.0,86594840000.0,4.192226,0.020806234,0.019868528
383724,49712830000.0,11958026000.0,0.070119195,0.011639362,0.021997852
383946,33979355000.0,46984487000.0,2.6407437,0.02129346,0.020458953
384534,43408130000.0,293363150000.0,0.004182276,0.0060941153,0.02727689
385115,53068554000.0,333793130000.0,0.025629228,0.008385982,0.026509488
385116,39468260000.0,31303674000.0,3.7768705,0.022522904,0.02481475
385350,78959110000.0,131959480000.0,1.6424156,0.014299544,0.021678505
385798,59220247000.0,154504450000.0,0.0007527694,0.009748342,0.025305808
385799,25245626000.0,84236124000.0,0.55255777,0.030354459,0.023524182
386247,83644660000.0,271180450000.0,1.6706809,0.016252616,0.022728465
387067,69612530000.0,183919920000.0,0.0016934683,0.022337526,0.024085352
387068,37393300000.0,132864510000.0,3.9058142,0.016630433,0.020478008
387936,85278925000.0,226568270000.0,0.01033376,0.016953444,0.025393035
387937,38993072000.0,61143245000.0,3.43223,0.017243497,0.019320924
388116,65190730000.0,20652304000.0,3.915374,0.015891263,0.024347235
388250,61085250000.0,24975307000.0,1.0549259,0.025308928,0.023901192
388819,46115280000.0,53338235000.0,8.313475,0.025734015,0.023835005
388820,27201050000.0,73179300000.0,4.805566,0.018524349,0.015774153
389345,58598396000.0,221934130000.0,1.5197592,0.010948937,0.025262041
389346,72952040000.0,40271716000.0,4.308805,0.019333528,0.022202035
389511,56959754000.0,171009690000.0,4.0258613,0.014750094,0.0233146
389512,26183496000.0,43809427000.0,3.6776786,0.025369653,0.023680788
389705,80743050000.0,10717322000.0,0.99515694,0.017174577,0.02465062
389917,50297246000.0,90531860000.0,0.13372688,0.010222041,0.01975281
389918,46823834000.0,89478760000.0,1.038604,0.006616704,0.024146473
390128,26620402000.0,9100167000.0,2.2654512,0.021996932,0.021898588
390725,67134990000.0,15170597000.0,0.0026848512,0.011052944,0.023453934
391681,94868560000.0,231928680000.0,0.06639262,0.015730428,0.02268671
391870,47146180000.0,29641294000.0,0.11002738,0.013394856,0.020541472
392368,99311990000.0,35550654000.0,0.82879543,0.020404784,0.025050564
392370,25654540000.0,50192800000.0,3.70042,0.02383654,0.020264398
392585,63264657000.0,74282900000.0,0.12589368,0.011008038,0.022827996
392587,29779538000.0,31549368000.0,2.003323,0.008918262,0.02200584
392853,42714180000.0,32173339000.0,1.9077511,0.016651278,0.019337462
393336,59921430000.0,172706450000.0,0.16518475,0.02009462,0.023026634
393337,43341308000.0,56636950000.0,3.7315273,0.024421992,0.019991815
393546,72652530000.0,239165240000.0,0.0021865866,0.0061591123,0.023690986
394241,58158465000.0,108837060000.0,0.001195698,0.011224158,0.021761633
394242,37427896000.0,121812345000.0,0.93635046,0.03010265,0.019819781
395154,45066027000.0,56644514000.0,2.1136956,0.024605438,0.023331402
395338,50082775000.0,228931350000.0,0.00061647926,0.0064361547,0.025460562
395533,82000670000.0,274088670000.0,0.066760994,0.007727523,0.02493973
395735,84278880000.0,161665100000.0,2.6075928,0.018173443,0.025449047
395736,45432820000.0,106409080000.0,12.304169,0.018792046,0.018690651
395882,62673416000.0,187698560000.0,0.0015044409,0.0075916694,0.022579042
395883,43144696000.0,1860804600.0,0.017662227,0.009554746,0.024182945
396640,54509203000.0,174203420000.0,0.024046004,0.005853156,0.02430122
396851,45756180000.0,279685370000.0,0.01260371,0.0071976474,0.021158217
397063,86328890000.0,264080000000.0,0.051406626,0.0051408648,0.020081839
397569,29321950000.0,87342604000.0,2.6162798,0.02084931,0.018822264
397683,29398036000.0,95705230000.0,3.4064937,0.017694943,0.018205907
399267,82205900000.0,283300600000.0,0.063743204,0.0069842655,0.020629901
399268,32435063000.0,11197657000.0,3.7259576,0.029601363,0.024318976
399679,93635990000.0,208595370000.0,0.27238202,0.008328335,0.020042652
400089,92859590000.0,207729310000.0,0.059235,0.010851213,0.025859475
400547,63817760000.0,296536200000.0,4.975434,0.022612508,0.020317478
400548,35023266000.0,15243880000.0,1.2500619,0.035778075,0.02564352
400695,47080042000.0,13994792000.0,0.013722656,0.0081674075,0.02660828
400846,76336366000.0,224133790000.0,0.26878044,0.00781383,0.020189438
401328,67533685000.0,120442150000.0,0.35228807,0.014278975,0.022734335
401329,37495600000.0,33083159000.0,0.004127077,0.009065633,0.022852471
401535,62204820000.0,188514370000.0,0.056498304,0.008522089,0.021545034
401536,26734023000.0,16212123000.0,1.1168269,0.028839812,0.023659807
401859,97403330000.0,148309380000.0,0.019683339,0.008283617,0.023283718
402017,96597930000.0,311855870000.0,4.0494776,0.022240961,0.022678034
402018,37414232000.0,24452045000.0,6.720383,0.025529347,0.020667685
402293,60995682000.0,221097750000.0,1.4782054,0.012754848,0.019091748
402294,38223536000.0,61159907000.0,1.2956893,0.033616386,0.023115318
403624,91785360000.0,221955700000.0,0.3384246,0.017446335,0.02348407
404093,67109065000.0,331618030000.0,0.025120573,0.020458993,0.027847346
404888,98040160000.0,285294300000.0,0.1875612,0.009960508,0.024682594
405001,35377627000.0,43439200000.0,1.1708776,0.028511954,0.024435587
405745,59148476000.0,108961325000.0,0.047351826,0.0065542264,0.024083912
405746,41140388000.0,39808140000.0,3.242587,0.024830922,0.02595056
405882,45628120000.0,113989520000.0,0.013686689,0.010463306,0.024068289
406136,31523924000.0,284422080000.0,11.325371,0.009613839,0.018179728
406256,72166920000.0,304221720000.0,4.012717,0.015540343,0.017438719
406381,53341300000.0,27758380000.0,2.3887525,0.01726765,0.020093866
406698,97327210000.0,69493020000.0,0.5223526,0.020027524,0.022407956
406878,57775383000.0,205256230000.0,0.15573674,0.006847712,0.023496801
406879,37963366000.0,5906123000.0,0.052128054,0.0059350366,0.022470675
407021,30487165000.0,84154690000.0,5.354709,0.017333837,0.018886756
407320,46041637000.0,216232180000.0,0.6882637,0.013274589,0.022815218
407321,39634567000.0,51660970000.0,2.3018222,0.023485852,0.022256559
407472,95595550000.0,184636100000.0,1.2206733,0.013320306,0.0203918
407606,44486370000.0,257962280000.0,5.8147917,0.022963108,0.024792755
407822,61205754000.0,280819960000.0,5.801458,0.015390313,0.019626481
407823,26057714000.0,30193030000.0,0.062891796,0.0089744255,0.022010652
407926,95021630000.0,224318030000.0,2.7226667,0.014498356,0.019834494
408076,46949564000.0,218924250000.0,6.7357073,0.0151230795,0.017542511
408077,35278160000.0,22541000000.0,0.25299454,0.011284447,0.023458768
408497,60319380000.0,118242710000.0,0.00145936,0.007839108,0.022068288
408647,79998500000.0,204457330000.0,0.37261653,0.018740078,0.023070656
408648,38369137000.0,23052376000.0,4.184076,0.021284007,0.024543414
408764,78851780000.0,83580040000.0,0.006048173,0.008816869,0.020578245
408935,65544774000.0,226701030000.0,0.4163082,0.012400268,0.02307063
409226,55048577000.0,207120060000.0,4.94704,0.019276878,0.02246807
409987,41676760000.0,25714334000.0,0.31831253,0.012383027,0.02167675
410140,97239335000.0,316882100000.0,1.2399979,0.015439782,0.02216883
410456,67430556000.0,166714570000.0,0.1452095,0.011832433,0.02436495
410457,37477323000.0,27326444000.0,1.9719356,0.01502927,0.024815535
410567,89967020000.0,43787050000.0,0.042828605,0.010470954,0.022009641
410568,28649900000.0,113276260000.0,2.6828089,0.0137100145,0.019766279
410701,33326750000.0,31733168000.0,1.1388817,0.014333201,0.021688417
410887,35251716000.0,234157920000.0,4.7396646,0.02069277,0.020043671
410889,36325724000.0,21503269000.0,1.5294971,0.011121239,0.021134214
411034,82490610000.0,108884886000.0,0.004898175,0.014953463,0.02089968
411154,58645020000.0,140281560000.0,0.0023756046,0.008657236,0.01954763
411321,71097870000.0,161048800000.0,0.70127696,0.0060575935,0.022834126
411322,31084462000.0,51551007000.0,2.2444706,0.02480798,0.024813602
411452,96424090000.0,335604120000.0,4.7497816,0.013055595,0.02203451
411637,79418230000.0,162137340000.0,1.3449801,0.016551286,0.02084586
411783,72687270000.0,137782400000.0,0.00459968,0.009253726,0.020485627
411949,93954270000.0,228739650000.0,0.7486298,0.016324567,0.0217661
412332,35964674000.0,153229840000.0,1.7005948,0.02631358,0.022138432
412333,28703328000.0,70383560000.0,3.0602,0.016854689,0.017062673
412442,99268780000.0,138418040000.0,1.3399802,0.015691377,0.021905363
412912,50164850000.0,53882257000.0,1.9058316,0.009885295,0.026111271
413194,88707160000.0,87991950000.0,0.0010484329,0.020272227,0.027196703
413363,81288250000.0,202085610000.0,4.6596675,0.019438665,0.022071203
413748,34063174000.0,30150280000.0,1.933886,0.028536271,0.02162038
413928,98474800000.0,112608940000.0,0.006524287,0.01232268,0.022859434
414277,94178484000.0,242609200000.0,4.478356,0.017013727,0.020880764
414447,99354060000.0,171391040000.0,0.06678255,0.012005366,0.023665115
414651,80481616000.0,193922920000.0,0.6201286,0.013946297,0.025244229
414759,65947046000.0,111444410000.0,0.35945225,0.016263641,0.0229003
414990,46563578000.0,194310950000.0,0.0736393,0.006971047,0.02036396
414991,26630400000.0,59718447000.0,6.229942,0.013182795,0.021707643
415211,73487480000.0,140101340000.0,0.012273601,0.0166436,0.026476897
415496,37104580000.0,176333180000.0,5.0082884,0.018528918,0.020038472
415497,58337145000.0,55624913000.0,0.43348432,0.0107603185,0.02548891
415823,70125680000.0,167477180000.0,0.000705533,0.014706646,0.0228206
415972,34387750000.0,68003870000.0,0.8955024,0.008505513,0.024107058
415973,33448390000.0,77070110000.0,1.2868639,0.029575352,0.019834248
416112,99218460000.0,93339845000.0,0.010361688,0.012551452,0.024451151
416399,78863130000.0,186254640000.0,2.006557,0.01879355,0.022442674
416400,25459038000.0,62686590000.0,5.5692983,0.023278495,0.020468578
416522,77814300000.0,199547370000.0,2.2417793,0.0111400215,0.020848246
416627,70182806000.0,107209910000.0,0.08611847,0.013107586,0.01926933
416628,34797978000.0,45619094000.0,0.74483275,0.0091414945,0.023900118
417281,69521375000.0,327653900000.0,6.205831,0.023628937,0.019362284
417411,83942090000.0,113605345000.0,0.029003575,0.013968268,0.021670159
417581,98112040000.0,157213980000.0,0.26949352,0.017585855,0.019070415
417717,34847953000.0,44241310000.0,2.5193949,0.025158567,0.02449649
417719,28766560000.0,33439000000.0,3.1398025,0.020049395,0.018331267
417793,74803000000.0,149253280000.0,0.00050956034,0.0063834297,0.023668889
417940,33033406000.0,67512720000.0,6.093303,0.023119235,0.0245383
418231,27519490000.0,19502273000.0,0.8342054,0.040830202,0.022337351
419061,43646104000.0,216160080000.0,6.4059386,0.015600609,0.018229203
419909,99666210000.0,107471850000.0,0.8641003,0.012329717,0.028359806
420172,66146130000.0,59527905000.0,0.19910602,0.013818246,0.023353891
420304,53385507000.0,293666500000.0,8.356815,0.016405527,0.019863665
420435,48186003000.0,241923880000.0,3.323415,0.015253905,0.020393055
420436,37129050000.0,58525704000.0,3.3042922,0.015447791,0.02319094
420816,26296541000.0,26095671000.0,0.7212017,0.025811225,0.024636965
420924,83879510000.0,105052774000.0,0.059243362,0.011141853,0.024155026
421031,74296060000.0,99629154000.0,0.22157326,0.022962667,0.024535328
421032,25484962000.0,35861955000.0,1.637566,0.02007237,0.021242078
421312,95573746000.0,120767550000.0,0.0056283963,0.008900114,0.026676672
421450,80967080000.0,147931920000.0,0.029167878,0.011274373,0.024614805
421835,74552410000.0,165321930000.0,0.347051,0.020367993,0.022559214
421836,42262730000.0,5522279000.0,0.013611162,0.0077919196,0.026097054
422109,46514418000.0,113064270000.0,0.003912745,0.0046724896,0.024954261
422231,59919282000.0,124012830000.0,0.07801422,0.015582876,0.02604239
422426,64657285000.0,171758400000.0,0.8494193,0.009143085,0.024490016
422662,40781603000.0,149341590000.0,0.11596079,0.008637471,0.026552755
422831,70487800000.0,109754180000.0,0.4936709,0.00696494,0.022142213
424044,38815460000.0,47634500000.0,1.9118623,0.022725243,0.022586796
424255,91806890000.0,264584360000.0,19.80501,0.022483189,0.024745146
424571,52667953000.0,167938200000.0,2.9459355,0.012889,0.023434432
425061,38579073000.0,128558860000.0,0.002617121,0.007610457,0.0249574
425185,43414122000.0,139365500000.0,0.0800687,0.0066547636,0.026425468
425488,35160113000.0,87676895000.0,2.1554484,0.019101389,0.02274617
425729,60439753000.0,270751630000.0,5.547003,0.021959348,0.0215629
425836,75869176000.0,238952170000.0,0.13910772,0.013514666,0.02306099
426086,64139780000.0,150027650000.0,0.11519158,0.0060637807,0.019270299
426361,75355330000.0,230913670000.0,9.726834,0.022528995,0.02088062
426575,91177810000.0,190000730000.0,0.122811675,0.012807007,0.023486327
426665,63884530000.0,202520250000.0,4.420284,0.023556987,0.023020763
426666,44080165000.0,4165624000.0,0.0012690157,0.013225389,0.028078051
426984,65236210000.0,165604690000.0,1.0626005,0.008538189,0.021927333
427419,47724163000.0,282135400000.0,4.252018,0.03034685,0.023792127
427532,87605670000.0,162173470000.0,0.9056597,0.018659644,0.021648997
427607,69540176000.0,176557000000.0,1.7150851,0.01419848,0.021449892
427829,35519906000.0,57472352000.0,0.035837125,0.008020527,0.022874009
427957,85784020000.0,167816430000.0,1.2809027,0.01151214,0.024803825
428158,91931180000.0,87185210000.0,0.3818897,0.014807713,0.024459304
428289,60911112000.0,191451640000.0,1.9001068,0.012182804,0.018896155
428616,86609130000.0,91991770000.0,0.0076676677,0.011717425,0.02128404
428813,81337900000.0,169435040000.0,0.023695556,0.017550897,0.025795626
428927,96203810000.0,114801300000.0,0.109721825,0.014425346,0.025191287
429041,56311640000.0,101501470000.0,1.6417761,0.011506335,0.02194474
429042,38785680000.0,52146380000.0,3.0892963,0.028041096,0.02363017
429127,93294805000.0,178530810000.0,3.5574079,0.018795608,0.023581482
429435,66254184000.0,119791510000.0,0.00463571,0.011221796,0.023030696
429678,54272557000.0,104993284000.0,0.039148558,0.009963616,0.021848863
429680,28574124000.0,11909412000.0,2.7856956,0.028882088,0.023927312
429758,46189347000.0,111746875000.0,1.3603126,0.015129947,0.018408192
429862,71599374000.0,137913190000.0,0.016299758,0.014221743,0.022387858
430070,73957100000.0,159920240000.0,3.9972727,0.016599031,0.019123917
430183,61566054000.0,294447780000.0,14.716943,0.023455177,0.02153082
430286,33082341000.0,49921417000.0,1.3850577,0.03035209,0.02188197
430394,67130503000.0,131946280000.0,0.4623012,0.011471591,0.021530699
430470,64764998000.0,239061990000.0,5.974782,0.027834069,0.023144148
430589,41149497000.0,111906710000.0,0.009517328,0.009000761,0.02520926
430850,64029835000.0,147833210000.0,4.5446815,0.019426903,0.02193817
431282,92074130000.0,190689150000.0,0.54004306,0.015474569,0.023389991
431635,86119416000.0,120312816000.0,1.0791417,0.018125989,0.02247121
431751,86067730000.0,105883630000.0,0.19371377,0.009690702,0.023161925
431868,70242280000.0,80247750000.0,0.019613959,0.01009002,0.02570001
432254,92273790000.0,73050460000.0,0.0025317753,0.0103505505,0.020698603
432379,67676164000.0,82975220000.0,0.08727389,0.012179574,0.023105377
432592,27953947000.0,278448340000.0,6.639756,0.018258722,0.018579738
432831,59317707000.0,101042440000.0,0.36214724,0.009864889,0.025158878
433038,69156920000.0,113215260000.0,0.3375406,0.010349677,0.020872232
433111,91521560000.0,135109130000.0,1.278395,0.014678146,0.021335715
433317,55522940000.0,254624610000.0,10.306532,0.017956553,0.022695417
433401,31039877000.0,89745040000.0,3.79345,0.022908522,0.023455385
433723,47390302000.0,242988940000.0,7.0783176,0.017376792,0.019552218
433724,25735352000.0,7831324000.0,1.1910226,0.027780715,0.022794878
433936,84881960000.0,152472900000.0,0.80474365,0.014135777,0.021351809
434303,48492110000.0,232312010000.0,10.743155,0.021657642,0.019670857
434410,55208950000.0,107195924000.0,1.098454,0.012917229,0.018864062
434681,84203760000.0,50127590000.0,0.14157023,0.011734573,0.018916907
435020,61868530000.0,107629590000.0,0.05555759,0.013807326,0.02298823
435126,59797524000.0,223575180000.0,4.547551,0.012773695,0.022782858
435223,44928280000.0,184330000000.0,0.008567943,0.01931296,0.023489881
435417,91772270000.0,122202170000.0,2.5324411,0.024667421,0.019570809
435685,58077987000.0,79109630000.0,0.106036596,0.012608389,0.024845999
435782,77056705000.0,104645510000.0,0.0024174482,0.012302232,0.020000476
436003,70041264000.0,150449180000.0,2.4617865,0.016426638,0.027741918
436127,58139517000.0,286966700000.0,4.046518,0.014285369,0.022731604
436233,55833750000.0,102009000000.0,0.10578631,0.008165787,0.02431722
436349,83243130000.0,131559500000.0,0.78564537,0.012220513,0.022505164
436458,71542810000.0,150850080000.0,0.38146862,0.020158121,0.021175679
436551,47831960000.0,110445120000.0,0.011072075,0.007978804,0.024000714
436991,26855807000.0,206707380000.0,1.8643132,0.024901096,0.024318032
437239,84724140000.0,191082500000.0,2.4896734,0.016876359,0.023340905
437314,64516547000.0,145960090000.0,3.0214014,0.015252347,0.021803409
437408,56134242000.0,199622080000.0,0.0024365303,0.0103771575,0.027613567
437507,63022555000.0,91941940000.0,0.010164938,0.00672203,0.021875765
437645,45872062000.0,66229880000.0,0.051607408,0.009632537,0.02700484
437646,33960430000.0,32806038000.0,3.3614383,0.026997413,0.02230934
437822,79911354000.0,170561210000.0,4.424673,0.01435755,0.023274217
438167,74312050000.0,142564720000.0,1.26989,0.018272484,0.02037619
438297,61821764000.0,132632486000.0,3.6256719,0.028608523,0.022149362
438298,33988237000.0,68190614000.0,2.6337554,0.018351037,0.019998077
438453,30017032000.0,101337130000.0,0.0143609205,0.0070522903,0.024440587
438669,49334380000.0,197006900000.0,0.6862429,0.00790385,0.024127636
438787,54089314000.0,275790730000.0,10.370632,0.022379424,0.020988086
438996,62192226000.0,191961100000.0,3.8951778,0.014268986,0.023183377
439078,39672644000.0,221720120000.0,11.931296,0.025200129,0.022845335
439283,60183190000.0,150076880000.0,0.23262164,0.0054487986,0.024127021
439392,80030300000.0,199912520000.0,2.6743906,0.014940974,0.023953505
439468,99965530000.0,127255990000.0,1.1403817,0.012970464,0.02384897
439630,28896182000.0,211639320000.0,3.517482,0.016517729,0.018862784
439631,25799217000.0,46649905000.0,2.7634692,0.018614765,0.024411527
439922,61634376000.0,257446890000.0,1.232376,0.031356517,0.024759931
440144,93817900000.0,6399738400.0,0.004909163,0.017874729,0.026943805
440193,58006897000.0,121539090000.0,1.4410882,0.016784105,0.02181812
440289,94221070000.0,119751066000.0,3.9870546,0.023072552,0.021244196
440377,69077434000.0,131269770000.0,0.20420538,0.013521159,0.01925946
440477,36563005000.0,34813596000.0,0.004003711,0.009373122,0.021837689
440568,41522840000.0,132553720000.0,5.144507,0.02541294,0.022145519
440569,40469040000.0,64954890000.0,1.6569376,0.024433175,0.028611572
440642,84680245000.0,157657580000.0,0.47449714,0.015930822,0.021498362
440726,59092480000.0,67659860000.0,0.051034592,0.009943448,0.021447811
440923,44960930000.0,152003560000.0,0.0035058102,0.012836643,0.026278704
441036,43365716000.0,155467140000.0,0.42372546,0.013070298,0.021974238
441141,69006110000.0,52541560000.0,0.07540342,0.017579006,0.024441684
441219,29671217000.0,37971796000.0,4.9151125,0.020375263,0.022643054
441327,79701565000.0,224108400000.0,4.404704,0.023987116,0.02295392
441397,78007320000.0,205911790000.0,8.041269,0.016935734,0.021058716
441667,86063940000.0,146700980000.0,2.1048794,0.014713008,0.023311432
441857,43356640000.0,160548910000.0,5.8856964,0.017641276,0.025312329
442154,90254270000.0,127676250000.0,0.08297688,0.0146240825,0.021397706
442227,64006984000.0,129759650000.0,3.1454039,0.017107885,0.020724677
442299,31784180000.0,69966670000.0,0.010104121,0.009392945,0.023666002
442300,39516058000.0,22032480000.0,0.19522554,0.012965095,0.022999743
442350,81926790000.0,165090250000.0,0.78098696,0.019526633,0.021285925
442439,79827720000.0,137043910000.0,0.02850992,0.009460982,0.023327546
442532,54273190000.0,191080600000.0,0.88851637,0.009741695,0.0244934
442637,86754100000.0,106722230000.0,0.070773534,0.018339409,0.023836348
442855,92178530000.0,105760270000.0,0.62679386,0.018722115,0.027485607
442979,66777797000.0,105782520000.0,0.14038804,0.011499681,0.023733597
443175,29172204000.0,140970510000.0,0.9639622,0.017589785,0.02234242
443249,69214640000.0,107988935000.0,0.16759808,0.015436323,0.024369137
443421,72903380000.0,73935856000.0,0.0004920754,0.0134773655,0.022724384
443498,72709160000.0,100479240000.0,0.023343006,0.008518196,0.025096904
443914,56015528000.0,28018098000.0,0.020937532,0.016930383,0.024246972
444340,50022654000.0,120905940000.0,0.002118343,0.0054353112,0.027606312
444442,26993052000.0,230860670000.0,4.413964,0.025954517,0.022584172
444631,62939650000.0,88526200000.0,0.8359694,0.014162747,0.02117587
444728,52749660000.0,129316000000.0,0.42451572,0.007915946,0.025152871
444834,25420227000.0,149471890000.0,3.2908747,0.013236928,0.017299905
444929,86387250000.0,108184890000.0,0.009490247,0.025293838,0.024298135
445185,39827660000.0,120924684000.0,1.761086,0.012525147,0.018709363
445342,60463256000.0,60443750000.0,0.044705,0.013077818,0.021980975
445567,56330215000.0,201343220000.0,2.3076866,0.017547794,0.021302374
445658,73435000000.0,100495770000.0,0.01730165,0.009539141,0.024620067
445753,61147554000.0,127061750000.0,0.41450748,0.0141243925,0.026331944
445878,70550530000.0,128719290000.0,0.2315988,0.01611428,0.023055144
446172,38680330000.0,63668600000.0,0.00056894333,0.0064352383,0.022412049
446253,67359556000.0,112328610000.0,0.0037160316,0.008953924,0.020875182
446330,58774934000.0,176777950000.0,0.17626455,0.015206186,0.01977917
446449,36296610000.0,254440960000.0,7.1832466,0.015915446,0.020374095
446548,42458735000.0,103389900000.0,3.8193057,0.030316459,0.022564365
446549,42564500000.0,74754550000.0,2.32697,0.02353319,0.024386067
446612,29481810000.0,184848520000.0,8.03639,0.016619181,0.020658905
446613,33318388000.0,32971170000.0,5.075005,0.020978922,0.019632755
446682,46740677000.0,75589665000.0,0.035967294,0.008808288,0.024995765
446786,39113010000.0,109951164000.0,0.0020460223,0.016722249,0.021633115
446937,51018550000.0,117233470000.0,0.13067229,0.008069724,0.020891327
447042,68953860000.0,104846650000.0,0.41627303,0.015567946,0.021533651
447153,57465467000.0,96093730000.0,0.04245629,0.009563177,0.02369533
447236,48339444000.0,142181090000.0,1.0461565,0.0138158975,0.025909843
447350,45791130000.0,177809470000.0,0.024380155,0.0077204434,0.028374402
447433,45985894000.0,134956950000.0,2.0609508,0.014908666,0.018356737
447532,68230357000.0,84052060000.0,0.12997943,0.020733897,0.023165459
447695,39583773000.0,130971130000.0,0.0966891,0.006418745,0.025920765
447767,87760540000.0,82441855000.0,0.06692544,0.016179772,0.024345703
447886,42456150000.0,111202610000.0,0.10872701,0.013614293,0.02128498
448021,99821890000.0,52473647000.0,0.078643136,0.018075638,0.022240534
448111,88636875000.0,104472530000.0,0.64101815,0.019883156,0.021437062
448269,58381447000.0,186067620000.0,2.536096,0.017754022,0.024256367
448371,51658736000.0,209033070000.0,1.2433141,0.011137287,0.024308387
448525,42670244000.0,169094480000.0,1.9934486,0.014012424,0.018419782
448642,60143640000.0,90907850000.0,0.20759231,0.010916549,0.022980915
448732,29468280000.0,214718780000.0,5.318279,0.016581858,0.019664321
448840,57766610000.0,179402640000.0,1.7008955,0.014451486,0.025702361
449099,73617840000.0,128115925000.0,1.0128047,0.013809069,0.022241442
449201,74542320000.0,68293690000.0,0.024218986,0.008847753,0.022631329
449267,88394555000.0,83422380000.0,1.2196461,0.019052811,0.024944304
449362,28318677000.0,76939035000.0,1.9671,0.023173781,0.025666697
449465,84522110000.0,39927140000.0,0.018513933,0.0139570255,0.019593792
449651,91778830000.0,31452910000.0,0.113815434,0.018729564,0.021015184
449846,95776014000.0,77199220000.0,0.8689624,0.022413611,0.021780536
449910,45726855000.0,173813020000.0,4.9430547,0.025047412,0.023959788
