SubhaloID,StellarMass,GasMass,SFR,GasMetallicity,StarMetallicity
76090,76293430000.0,21660125000.0,0.004299564,0.009514611,0.024297835
76092,64538423000.0,53049180000.0,0.6450975,0.013728487,0.020514714
76093,62880555000.0,119724330000.0,9.249084,0.020083727,0.021522628
76096,87277360000.0,4300988400.0,0.009972721,0.009031854,0.023019949
76099,58819297000.0,6267702300.0,0.570594,0.036094297,0.027420014
76104,28632482000.0,18315317000.0,0.029109014,0.01772341,0.024579668
76106,26306134000.0,21142546000.0,1.9593681,0.022394186,0.019182412
76111,31690342000.0,4507754000.0,1.251658,0.030395418,0.024965275
83284,25223197000.0,47793586000.0,5.806618,0.01862619,0.022022568
83299,77051610000.0,120825970.0,0.028817886,0.025751563,0.035814293
83300,29138680000.0,5257701400.0,0.041577447,0.010653791,0.02273826
83303,25694667000.0,2200488000.0,1.7834446,0.033308957,0.026170583
88667,90966100000.0,28183919000.0,1.673121,0.020822752,0.022628754
88670,52942260000.0,45996170000.0,6.8831654,0.012381008,0.023220003
88671,46148866000.0,17914384000.0,0.14473118,0.013855501,0.018159213
88674,45018894000.0,5166559000.0,0.0005698759,0.008101961,0.025772918
88675,36523730000.0,55197336000.0,3.9677622,0.025215533,0.023979265
88676,36159330000.0,9744627000.0,1.5708208,0.03325058,0.022863032
88678,27238056000.0,34974233000.0,4.0989976,0.020228831,0.02231107
88687,26520627000.0,4343125000.0,4.942248,0.038805965,0.021243878
96502,85930280000.0,28823568000.0,0.047763575,0.0061863326,0.021968545
96503,82970935000.0,227906520000.0,6.3854055,0.016214512,0.021106763
96505,54653714000.0,33313022000.0,2.1018212,0.015091187,0.019973066
96507,47962190000.0,15473839000.0,0.90478647,0.0117011275,0.024418445
96510,38384470000.0,48124994000.0,3.074383,0.023866083,0.022115447
96512,36377070000.0,39246815000.0,2.4905825,0.02178384,0.021445578
102685,88189075000.0,8785668000.0,0.4254398,0.024032056,0.022736587
102687,41922300000.0,16415160000.0,0.30829018,0.013089565,0.018852696
108016,79706956000.0,34854736000.0,0.12155803,0.011286094,0.024082208
108017,97854930000.0,16526350000.0,0.85236245,0.015449269,0.022554636
108023,71521755000.0,11899430000.0,0.14852995,0.015746254,0.027420767
108025,49278040000.0,8708263000.0,2.061369,0.03921185,0.024101965
108037,26436626000.0,729001800.0,0.15038183,0.053604804,0.031769644
114393,56330250000.0,20865214000.0,0.2452955,0.013470238,0.023799354
114396,34329344000.0,12314442000.0,0.08897371,0.014321622,0.021429615
114398,55417545000.0,30533253000.0,4.29607,0.021900399,0.020190815
121865,85838670000.0,11382169000.0,0.24207316,0.015794272,0.024867326
121866,83090470000.0,41363124000.0,2.5608935,0.020533668,0.023207255
125032,70444870000.0,24465138000.0,0.43640962,0.010016452,0.024868276
125033,30631002000.0,31390157000.0,2.4169989,0.022457507,0.025463568
128399,30456596000.0,48707834000.0,9.070252,0.019448075,0.023646051
128400,41273810000.0,7692180500.0,0.040929463,0.018519573,0.02511584
131050,49308905000.0,45281020000.0,4.42435,0.021572502,0.020889573
131054,33751814000.0,17586237000.0,0.6225508,0.01602481,0.019104417
131057,43929027000.0,7906903000.0,1.3671942,0.03382332,0.023438057
131058,35111660000.0,7842371600.0,1.9960409,0.04069239,0.02461612
134852,68135830000.0,18235136000.0,1.5457699,0.0144123705,0.025413409
134861,33650651000.0,1187226400.0,0.35794285,0.059925433,0.027629543
137888,80471550000.0,227517520.0,0.046849422,0.007538274,0.031867344
140725,42412278000.0,39614644000.0,0.30515203,0.019884437,0.021928918
140728,26240934000.0,3733418500.0,0.31735787,0.037260182,0.024435554
143885,89660110000.0,9415149000.0,0.0014724921,0.009696311,0.023705741
143886,51644404000.0,64904753000.0,0.016726583,0.012932394,0.02679535
143888,26323034000.0,13263108000.0,2.8754766,0.023126587,0.024836266
146179,89447070000.0,8279084500.0,0.13911311,0.015885184,0.023140328
146181,53136187000.0,44763193000.0,0.73390704,0.02552763,0.020429596
146184,59432124000.0,21587476000.0,4.288971,0.026452895,0.023246681
146186,41185546000.0,3484650200.0,0.039995383,0.008929216,0.024291454
146190,32812655000.0,11653905000.0,2.9819899,0.022546481,0.023158913
149174,44859130000.0,31699122000.0,5.386026,0.021021964,0.02073655
149175,27107690000.0,57262248000.0,2.9486413,0.017812945,0.01847984
152036,56110248000.0,21653033000.0,0.36508858,0.012955221,0.02209166
154495,55947020000.0,20908904000.0,2.7889102,0.035079025,0.023282887
154496,35128090000.0,22065287000.0,5.08522,0.026056187,0.022553999
154497,33933402000.0,14037624000.0,1.4901867,0.025931718,0.024977269
154500,26827821000.0,4426059300.0,0.75845623,0.022672016,0.02629628
156816,32988340000.0,4192842800.0,1.0590764,0.048451785,0.029223064
156821,27214707000.0,543102700.0,0.25690216,0.011284767,0.031005975
158848,90212610000.0,3027643000.0,0.007822868,0.011305896,0.028106889
158853,26869567000.0,6516613600.0,0.15757912,0.020153891,0.02134874
158854,29614967000.0,8868209000.0,0.7520442,0.035603322,0.021699864
158858,29243910000.0,4982428700.0,0.4406706,0.04165482,0.024417158
161165,70078400000.0,4474090000.0,0.17816424,0.015622448,0.023418214
161174,29407853000.0,4426103300.0,2.2399957,0.038519982,0.025144076
165730,94204300000.0,42011906000.0,1.1269734,0.009091942,0.021776091
